Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2018-19,19,PHI,NBA,SG,2,0,5,10.5,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.124,-3.6,7.7,4.1,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,5,10.5,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.124,-3.6,7.7,4.1,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,205,10.5,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.5,0.5,0.124,-3.6,7.7,4.1,0.3,
