"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2012-13,24,HOU,NBA,SF,6.0,6.0,238.0,0.452,0.491,0.4,0.538,0.643,0.55,0.151,0.43,100.0,102.0,111.0,108.0,85.0,103.0,56.0,177.0,
2013-14,25,HOU,NBA,SF,6.0,6.0,250.0,0.438,0.478,0.361,0.5,0.733,0.52,0.143,0.343,96.0,98.0,100.0,100.0,97.0,96.0,50.0,132.0,
2014-15,26,DAL,NBA,SF,1.0,1.0,37.0,0.333,0.455,0.0,0.333,,0.333,0.0,0.267,74.0,94.0,0.0,67.0,,62.0,0.0,99.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,13.0,13.0,525.0,0.437,0.481,0.363,0.505,0.69,0.52,0.136,0.376,97.0,99.0,101.0,101.0,91.0,97.0,49.0,149.0,
,,,,,,,,,,,,,,,,,,,,,,,,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,12.0,12.0,488.0,0.444,0.484,0.382,0.518,0.69,0.534,0.146,0.384,98.0,100.0,106.0,104.0,91.0,99.0,53.0,153.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,1.0,1.0,37.0,0.333,0.455,0.0,0.333,,0.333,0.0,0.267,74.0,94.0,0.0,67.0,,62.0,0.0,99.0,
