"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2017-18,21,MIN,NBA,PG,4.0,0.0,55.0,0.286,8.6,0.714,0.429,0.143,0.143,0.0,0.286,0.4,0.333,0.0,1.0,,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,24,MEM,NBA,PG,5.0,0.0,47.0,0.353,14.0,0.765,0.0,0.412,0.235,0.118,0.235,0.385,,0.286,0.5,0.5,0.25,0.2,1.0,0.0,0.0,0.0,,0.0,0.0,
2021-22,25,MEM,NBA,PG,12.0,3.0,262.0,0.394,16.3,0.545,0.091,0.232,0.192,0.03,0.455,0.389,0.667,0.348,0.316,0.333,0.4,0.429,0.778,0.0,0.0,0.244,0.364,0.0,0.0,
2022-23,26,MEM,NBA,PG,6.0,1.0,120.0,0.306,16.3,0.472,0.167,0.194,0.111,0.0,0.528,0.471,0.5,0.571,0.25,,0.158,0.125,1.0,0.0,0.0,0.316,0.167,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,27.0,4.0,484.0,0.365,13.8,0.56,0.113,0.239,0.176,0.031,0.44,0.404,0.556,0.368,0.357,0.4,0.314,0.361,0.818,0.0,0.0,0.271,0.263,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,12.0,1470.0,0.365,13.8,0.56,0.113,0.239,0.176,0.031,0.44,0.404,0.556,0.368,0.357,0.4,0.314,0.361,0.818,0.0,0.0,0.271,0.263,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),,23.0,4.0,429.0,0.368,15.5,0.553,0.099,0.243,0.178,0.033,0.447,0.405,0.6,0.378,0.333,0.4,0.324,0.324,0.818,0.0,0.0,0.25,0.294,0.0,0.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,4.0,0.0,55.0,0.286,8.6,0.714,0.429,0.143,0.143,0.0,0.286,0.4,0.333,0.0,1.0,,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,
