"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 24_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 27_level_0', 'Awards')"
2018-19,24,OKC,NBA,C,5.0,0.0,60.0,0.6,4.2,1.0,0.55,0.35,0.1,0.0,0.0,0.6,0.545,0.714,0.5,,0.75,0.2,4.0,,0.0,0.0,
2019-20,25,OKC,NBA,C,7.0,0.0,97.0,0.471,8.5,0.941,0.647,0.059,0.235,0.0,0.059,0.5,0.636,1.0,0.0,0.0,0.75,0.235,4.0,0.0,1.0,0.0,
2020-21,26,NYK,NBA,C,5.0,2.0,92.0,0.5,3.0,1.0,0.7,0.1,0.2,0.0,0.0,0.5,0.571,0.0,0.5,,0.6,0.1,1.0,,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,17.0,2.0,249.0,0.532,5.2,0.979,0.617,0.191,0.17,0.0,0.021,0.543,0.586,0.667,0.25,0.0,0.72,0.191,9.0,0.0,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,10.0,1201.0,0.532,5.2,0.979,0.617,0.191,0.17,0.0,0.021,0.543,0.586,0.667,0.25,0.0,0.72,0.191,43.0,0.0,5.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),,12.0,0.0,157.0,0.541,6.3,0.973,0.595,0.216,0.162,0.0,0.027,0.556,0.591,0.75,0.167,0.0,0.75,0.216,8.0,0.0,1.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,5.0,2.0,92.0,0.5,3.0,1.0,0.7,0.1,0.2,0.0,0.0,0.5,0.571,0.0,0.5,,0.6,0.1,1.0,,0.0,0.0,
