Season,Team,Lg,Salary
2013-14,Philadelphia 76ers,NBA,"$3,172,320"
2014-15,Philadelphia 76ers,NBA,"$3,315,120"
2015-16,Philadelphia 76ers,NBA,"$3,457,800"
2016-17,Dallas Mavericks,NBA,"$4,384,490"
2017-18,Dallas Mavericks,NBA,"$4,187,599"
2018-19,Oklahoma City Thunder,NBA,"$1,757,429"
2019-20,Oklahoma City Thunder,NBA,"$2,028,594"
2020-21,New York Knicks,NBA,"$5,000,000"
2021-22,New York Knicks,NBA,"$8,800,000"
2022-23,Detroit Pistons,NBA,"$9,240,000"
2022-23,Brooklyn Nets,NBA,"$105,522"
2023-24,Sacramento Kings,NBA,"$300,000"
Career,(may be incomplete),,"$45,748,874"
