0
2013-14 NBA 8.3 (12th)
2014-15 NBA 6.3 (3rd)
2015-16 NBA 8.4 (20th)
Active 8.9 (7th)
Career 8.9 (27th)
Career NBA 8.9 (26th)
Career Playoffs 10.0 (69th)
Career NBA Playoffs 10.0 (68th)
