Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2018-19,23,UTA,NBA,SG,2.0,0.0,14.0,7.0,24.5,0.286,0.0,10.5,0.0,7.0,14.0,0.5,0.286,17.5,24.5,0.714,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,31.5,100.0,118.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,25,MEM,NBA,SG,5.0,0.0,116.0,5.0,13.7,0.364,3.3,8.7,0.381,1.7,5.0,0.333,0.485,0.0,0.4,0.0,1.2,4.2,5.4,0.4,0.8,0.4,0.4,5.4,13.3,102.0,128.0,
2021-22,26,MIL,NBA,SG,12.0,5.0,305.0,5.9,13.1,0.451,3.0,7.7,0.396,2.9,5.4,0.529,0.567,1.1,1.8,0.636,0.8,4.8,5.6,2.4,1.3,0.6,1.4,3.5,16.0,111.0,105.0,
2022-23,27,MIL,NBA,SG,5.0,5.0,149.0,6.0,12.9,0.463,4.4,9.1,0.483,1.6,3.8,0.417,0.634,1.9,2.2,0.857,0.3,3.5,3.8,2.8,0.6,0.0,1.3,2.2,18.3,126.0,123.0,
2023-24,28,PHO,NBA,SG,2.0,2.0,43.0,1.2,6.0,0.2,1.2,6.0,0.2,0.0,0.0,,0.3,4.8,4.8,1.0,2.4,7.2,9.5,2.4,1.2,0.0,3.6,4.8,8.4,93.0,127.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,26.0,12.0,627.0,5.5,13.0,0.423,3.2,8.2,0.396,2.2,4.8,0.468,0.548,1.7,2.3,0.733,0.8,4.5,5.3,2.1,1.0,0.4,1.3,3.6,15.9,111.0,115.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),MIL (2 Yrs),,17.0,10.0,454.0,5.9,13.0,0.455,3.5,8.2,0.429,2.4,4.9,0.5,0.589,1.4,1.9,0.722,0.6,4.3,5.0,2.5,1.1,0.4,1.4,3.1,16.8,116.0,111.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,5.0,0.0,116.0,5.0,13.7,0.364,3.3,8.7,0.381,1.7,5.0,0.333,0.485,0.0,0.4,0.0,1.2,4.2,5.4,0.4,0.8,0.4,0.4,5.4,13.3,102.0,128.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,2.0,2.0,43.0,1.2,6.0,0.2,1.2,6.0,0.2,0.0,0.0,,0.3,4.8,4.8,1.0,2.4,7.2,9.5,2.4,1.2,0.0,3.6,4.8,8.4,93.0,127.0,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,2.0,0.0,14.0,7.0,24.5,0.286,0.0,10.5,0.0,7.0,14.0,0.5,0.286,17.5,24.5,0.714,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,31.5,100.0,118.0,
