0
2005-06 NBA 175 (1st)
2006-07 NBA 118 (15th)
2007-08 NBA 217 (1st)
2008-09 NBA 216 (1st)
2010-11 NBA 188 (1st)
2011-12 NBA 152 (1st)
2012-13 NBA 169 (2nd)
2013-14 NBA 154 (3rd)
2014-15 NBA 156 (2nd)
2015-16 NBA 152 (6th)
2016-17 NBA 119 (15th)
2018-19 NBA 114 (15th)
2019-20 NBA 111 (4th)
2020-21 NBA 99 (8th)
2021-22 NBA 121 (5th)
2022-23 NBA 91 (20th)
2024-25 NBA 103 (15th)
Active 2726 (1st)
Career 2726 (2nd)
Career NBA 2726 (2nd)
Career Playoffs 287 (11th)
Career NBA Playoffs 287 (11th)
Career (Reg+Playoffs) 3013 (2nd)
Career NBA (Reg+Playoffs) 3013 (2nd)
