0
2005-06 NBA 6.8 (20th)
2006-07 NBA 6.2 (18th)
2007-08 NBA 13.2 (1st)
2008-09 NBA 13.3 (2nd)
2010-11 NBA 9.5 (3rd)
2011-12 NBA 10.4 (1st)
2012-13 NBA 10.6 (3rd)
2013-14 NBA 9.0 (6th)
2014-15 NBA 12.9 (1st)
2015-16 NBA 9.2 (6th)
2016-17 NBA 7.9 (12th)
2017-18 NBA 7.5 (8th)
2019-20 NBA 5.9 (12th)
2020-21 NBA 6.5 (7th)
2021-22 NBA 5.8 (13th)
Active 155.3 (2nd)
Career 155.3 (3rd)
Career NBA 155.3 (3rd)
Career Playoffs 16.0 (13th)
Career NBA Playoffs 16.0 (12th)
Career (Reg+Playoffs) 171.3 (4th)
Career NBA (Reg+Playoffs) 171.3 (4th)
