Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2013-14,24,TOR,NBA,PF,7.0,0.0,199.0,26.0,48.0,0.542,7.0,18.0,0.389,19.0,30.0,0.633,0.615,14.0,18.0,0.778,12.0,35.0,47.0,9.0,3.0,3.0,6.0,13.0,73.0,0.0,
2014-15,25,TOR,NBA,PF,4.0,0.0,106.0,15.0,27.0,0.556,7.0,15.0,0.467,8.0,12.0,0.667,0.685,4.0,4.0,1.0,4.0,10.0,14.0,5.0,3.0,0.0,3.0,5.0,41.0,0.0,
2015-16,26,TOR,NBA,PF,20.0,9.0,583.0,55.0,136.0,0.404,21.0,70.0,0.3,34.0,66.0,0.515,0.482,22.0,26.0,0.846,29.0,48.0,77.0,24.0,7.0,9.0,18.0,31.0,153.0,0.0,
2016-17,27,TOR,NBA,PF,10.0,1.0,185.0,10.0,36.0,0.278,8.0,26.0,0.308,2.0,10.0,0.2,0.389,6.0,6.0,1.0,1.0,19.0,20.0,20.0,7.0,2.0,6.0,4.0,34.0,0.0,
2017-18,28,OKC,NBA,PF,6.0,0.0,58.0,3.0,6.0,0.5,2.0,4.0,0.5,1.0,2.0,0.5,0.667,0.0,0.0,,1.0,10.0,11.0,3.0,1.0,0.0,3.0,8.0,8.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,30,LAC,NBA,PF,2.0,0.0,10.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,9.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,49.0,10.0,1141.0,112.0,256.0,0.438,48.0,136.0,0.353,64.0,120.0,0.533,0.531,46.0,54.0,0.852,47.0,123.0,170.0,65.0,21.0,14.0,36.0,62.0,318.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,17.0,1909.0,187.0,428.0,0.438,80.0,228.0,0.353,107.0,201.0,0.533,0.531,77.0,90.0,0.852,79.0,206.0,284.0,109.0,35.0,23.0,60.0,104.0,532.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR (4 Yrs),TOR (4 Yrs),TOR (4 Yrs),TOR (4 Yrs),,41.0,10.0,1073.0,106.0,247.0,0.429,43.0,129.0,0.333,63.0,118.0,0.534,0.516,46.0,54.0,0.852,46.0,112.0,158.0,58.0,20.0,14.0,33.0,53.0,301.0,0.0,
OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),OKC (1 Yr),,6.0,0.0,58.0,3.0,6.0,0.5,2.0,4.0,0.5,1.0,2.0,0.5,0.667,0.0,0.0,,1.0,10.0,11.0,3.0,1.0,0.0,3.0,8.0,8.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,2.0,0.0,10.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,9.0,0.0,
