"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2018-19,23,IND,NBA,PG,1.0,0.0,2.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,
2019-20,24,IND,NBA,SG,3.0,0.0,41.0,0.286,13.7,0.571,0.143,0.286,0.143,0.0,0.429,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.667,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,27,BRK,NBA,SG,1.0,0.0,4.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,5.0,0.0,47.0,0.286,13.7,0.571,0.143,0.286,0.143,0.0,0.429,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.667,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,771.0,0.286,,0.571,0.143,0.286,0.143,0.0,0.429,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.667,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),,4.0,0.0,43.0,0.286,13.7,0.571,0.143,0.286,0.143,0.0,0.429,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.667,0.0,0.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,1.0,0.0,4.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,
