Season,Team,Lg,Salary
2017-18,Indiana Pacers,NBA,< $Minimum
2018-19,Indiana Pacers,NBA,"$449,794"
2019-20,Indiana Pacers,NBA,"$2,000,000"
2020-21,Indiana Pacers,NBA,"$2,160,000"
2021-22,Brooklyn Nets,NBA,"$2,320,000"
2022-23,Brooklyn Nets,NBA,"$1,968,175"
Career,(may be incomplete),,"$8,897,969"
