"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2020-21,19,DET,NBA,PG,26.0,18.0,670.0,0.353,14.3,0.642,0.09,0.353,0.144,0.055,0.358,0.395,0.444,0.408,0.414,0.182,0.278,0.235,0.85,0.005,1.0,0.167,0.167,0.0,0.0,
2021-22,20,DET,NBA,PG,66.0,40.0,1647.0,0.383,14.3,0.636,0.163,0.253,0.135,0.085,0.364,0.452,0.747,0.345,0.387,0.308,0.263,0.341,0.909,0.031,13.0,0.359,0.333,0.0,0.0,
2022-23,21,DET,NBA,PG,76.0,56.0,2154.0,0.377,15.7,0.649,0.086,0.216,0.236,0.112,0.351,0.429,0.586,0.403,0.401,0.418,0.28,0.141,0.763,0.017,13.0,0.259,0.243,0.0,0.0,
2023-24,22,DET,NBA,PG,42.0,31.0,1008.0,0.413,14.7,0.739,0.06,0.226,0.343,0.11,0.261,0.455,0.706,0.469,0.423,0.387,0.297,0.484,0.864,0.018,5.0,0.284,0.381,0.0,0.0,
2024-25,23,BRK,NBA,PG,6.0,5.0,162.0,0.419,16.2,0.512,0.14,0.186,0.163,0.023,0.488,0.455,0.667,0.375,0.429,0.0,0.381,0.4,1.0,0.0,0.0,0.143,0.333,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,216.0,150.0,5641.0,0.383,15.0,0.656,0.103,0.242,0.215,0.096,0.344,0.436,0.651,0.398,0.406,0.37,0.281,0.27,0.833,0.019,32.0,0.274,0.288,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,57.0,2141.0,0.383,15.0,0.656,0.103,0.242,0.215,0.096,0.344,0.436,0.651,0.398,0.406,0.37,0.281,0.27,0.833,0.019,12.0,0.274,0.288,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (4 Yrs),DET (4 Yrs),DET (4 Yrs),DET (4 Yrs),,210.0,145.0,5479.0,0.382,14.7,0.659,0.102,0.243,0.216,0.098,0.341,0.436,0.65,0.398,0.405,0.372,0.277,0.267,0.825,0.019,32.0,0.279,0.287,0.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,6.0,5.0,162.0,0.419,16.2,0.512,0.14,0.186,0.163,0.023,0.488,0.455,0.667,0.375,0.429,0.0,0.381,0.4,1.0,0.0,0.0,0.143,0.333,0.0,0.0,
