Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,23.0,UTA,NBA,SG,1.0,0.0,14:16,3.0,10.0,0.3,1.0,3.0,0.333,0.0,0.0,,0.0,5.0,4.0,2.0,1.0,1.0,1.0,7.0
2020-21,24.0,UTA,NBA,PG,1.0,0.0,28:00,6.0,12.0,0.5,3.0,9.0,0.333,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,1.0,1.0,15.0
2021-22,25.0,UTA,NBA,SG,,,,,,,,,,,,,,,,,,,,
2022-23,26.0,CLE,NBA,SG,1.0,1.0,30:08,15.0,25.0,0.6,8.0,17.0,0.471,2.0,2.0,1.0,1.0,4.0,10.0,3.0,0.0,2.0,1.0,40.0
2023-24,27.0,CLE,NBA,SG,1.0,0.0,16:05,3.0,9.0,0.333,3.0,9.0,0.333,0.0,0.0,,2.0,7.0,2.0,1.0,0.0,3.0,0.0,9.0
2024-25,28.0,CLE,NBA,SG,1.0,1.0,6:42,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,,0.0,2.0,3.0,0.0,1.0,1.0,0.0,3.0
2024-25,28.0,CLE,NBA,SG,1.0,1.0,10:40,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0
Career,,,NBA,,6.0,3.0,106,28.0,67.0,,16.0,44.0,,2.0,2.0,,3.0,25.0,25.0,8.0,2.0,10.0,3.0,74.0
