Season,Team,Lg,Salary
2011-12,Charlotte Bobcats,NBA,"$2,798,040"
2012-13,Charlotte Bobcats,NBA,"$3,007,920"
2013-14,Charlotte Bobcats,NBA,"$3,049,920"
2014-15,Charlotte Hornets,NBA,"$3,873,398"
2015-16,Toronto Raptors,NBA,"$3,000,000"
2016-17,Orlando Magic,NBA,"$17,000,000"
2017-18,Orlando Magic,NBA,"$17,000,000"
2018-19,Charlotte Hornets,NBA,"$17,000,000"
2019-20,Charlotte Hornets,NBA,"$17,000,000"
2020-21,Charlotte Hornets,NBA,"$3,500,000"
2021-22,Phoenix Suns,NBA,"$1,518,213"
2022-23,Phoenix Suns,NBA,"$1,836,090"
2023-24,Memphis Grizzlies,NBA,"$5,000,000"
2023-24,Oklahoma City Thunder,NBA,"$754,488"
2024-25,San Antonio Spurs,NBA,"$503,884"
2024-25,San Antonio Spurs,NBA,"$143,967"
2024-25,San Antonio Spurs,NBA,"$143,967"
Career,(may be incomplete),,"$97,129,887"
