"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2004-05,23,PHI,NBA,EC1,DET,L (1-4),5.0,38.4,11.6,12.8,0.4,0.4,1.4,26.0,47.0,0.553,0.0,0.0,26.0,47.0,0.553,0.553,6.0,15.0,0.4,18.0,46.0,64.0,2.0,2.0,7.0,9.0,19.0,58.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,26,PHI,NBA,EC1,DET,L (2-4),6.0,32.2,9.0,9.5,0.5,0.3,1.7,19.0,45.0,0.422,0.0,0.0,19.0,45.0,0.422,0.422,16.0,19.0,0.842,20.0,37.0,57.0,3.0,2.0,10.0,10.0,17.0,54.0,
2008-09,27,PHI,NBA,EC1,ORL,L (2-4),6.0,22.2,5.8,7.8,0.5,0.3,1.5,16.0,25.0,0.64,0.0,0.0,16.0,25.0,0.64,0.64,3.0,4.0,0.75,10.0,37.0,47.0,3.0,2.0,9.0,6.0,24.0,35.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,31,MIL,NBA,EC1,MIA,L (0-4),1.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.25,1.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,
2013-14,32,DAL,NBA,WC1,SAS,L (3-4),7.0,19.3,4.6,8.4,0.0,0.3,1.4,11.0,24.0,0.458,0.0,0.0,11.0,24.0,0.458,0.458,10.0,15.0,0.667,23.0,36.0,59.0,0.0,2.0,10.0,4.0,15.0,32.0,
5 Yrs (5 Series),5 Yrs (5 Series),5 Yrs (5 Series),5 Yrs (5 Series),5 Yrs (5 Series),5 Yrs (5 Series),0-5,25.0,26.5,7.2,9.2,0.3,0.4,1.4,72.0,143.0,0.503,0.0,0.0,72.0,143.0,0.503,0.503,36.0,57.0,0.632,72.0,158.0,230.0,8.0,9.0,36.0,31.0,78.0,180.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),0-1,7.0,19.3,4.6,8.4,0.0,0.3,1.4,11.0,24.0,0.458,0.0,0.0,11.0,24.0,0.458,0.458,10.0,15.0,0.667,23.0,36.0,59.0,0.0,2.0,10.0,4.0,15.0,32.0,
EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),0-4,18.0,29.3,8.2,9.5,0.4,0.4,1.4,61.0,119.0,0.513,0.0,0.0,61.0,119.0,0.513,0.513,26.0,42.0,0.619,49.0,122.0,171.0,8.0,7.0,26.0,27.0,63.0,148.0,
