"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2018-19,21,LAC,NBA,SG,6.0,6.0,174.0,0.342,0.429,0.323,0.474,1.0,0.542,0.263,0.816,74.0,82.0,91.0,90.0,130.0,97.0,102.0,227.0,
2019-20,22,LAC,NBA,SG,13.0,4.0,243.0,0.407,0.529,0.357,0.534,0.714,0.548,0.119,0.712,88.0,101.0,100.0,101.0,92.0,97.0,46.0,185.0,
2020-21,23,BRK,NBA,SG,12.0,0.0,206.0,0.439,0.533,0.385,0.561,0.8,0.579,0.122,0.634,94.0,101.0,105.0,104.0,103.0,101.0,49.0,162.0,
2021-22,24,PHO,NBA,SG,12.0,0.0,192.0,0.396,0.455,0.346,0.49,0.714,0.509,0.146,0.542,86.0,85.0,98.0,92.0,92.0,90.0,59.0,136.0,
2022-23,25,PHO,NBA,SG,10.0,1.0,184.0,0.378,0.375,0.379,0.5,0.75,0.513,0.089,0.644,79.0,68.0,105.0,92.0,96.0,88.0,33.0,166.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,27,NYK,NBA,SG,11.0,0.0,83.0,0.45,0.4,0.467,0.625,0.25,0.597,0.2,0.75,96.0,73.0,130.0,115.0,32.0,104.0,82.0,178.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,64.0,11.0,1082.0,0.398,0.463,0.367,0.522,0.757,0.543,0.147,0.673,86.0,87.0,102.0,98.0,98.0,95.0,58.0,174.0,
,,,,,,,,,,,,,,,,,,,,,,,,
PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),,22.0,1.0,376.0,0.387,0.421,0.364,0.495,0.727,0.511,0.118,0.591,83.0,78.0,102.0,92.0,94.0,89.0,46.0,150.0,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,19.0,10.0,417.0,0.381,0.5,0.342,0.51,0.882,0.546,0.175,0.753,83.0,96.0,96.0,97.0,115.0,97.0,68.0,202.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,12.0,0.0,206.0,0.439,0.533,0.385,0.561,0.8,0.579,0.122,0.634,94.0,101.0,105.0,104.0,103.0,101.0,49.0,162.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,11.0,0.0,83.0,0.45,0.4,0.467,0.625,0.25,0.597,0.2,0.75,96.0,73.0,130.0,115.0,32.0,104.0,82.0,178.0,
