"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2018-19,21.0,LAC,NBA,36:50,4.0,9.0,4.0,9.0,2.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,0.0,2.0,3.0,12.0,9.8
2019-20,22.0,LAC,NBA,37:31,7.0,13.0,3.0,7.0,4.0,6.0,2.0,2.0,0.0,6.0,6.0,4.0,2.0,1.0,2.0,3.0,18.0,12.3
2020-21,23.0,BRK,NBA,27:35,4.0,7.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,1.0,1.0,5.0,10.0,10.0
2021-22,24.0,PHO,NBA,29:29,3.0,7.0,3.0,5.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,0.0,2.0,2.0,9.0,9.2
2022-23,25.0,PHO,NBA,36:32,6.0,11.0,5.0,9.0,2.0,4.0,2.0,2.0,1.0,5.0,6.0,4.0,1.0,1.0,2.0,4.0,19.0,14.7
2024-25,27.0,NYK,NBA,15:56,4.0,7.0,4.0,7.0,1.0,2.0,1.0,4.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,12.0,9.3
Career,,,,37:31,7.0,13.0,5.0,9.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,4.0,2.0,1.0,2.0,5.0,19.0,14.7
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,PHO,NBA,36:32,6.0,11.0,5.0,9.0,2.0,5.0,3.0,4.0,2.0,5.0,6.0,4.0,2.0,1.0,2.0,4.0,19.0,14.7
2 Seasons,,LAC,NBA,37:31,7.0,13.0,4.0,9.0,4.0,6.0,4.0,4.0,1.0,6.0,6.0,4.0,2.0,1.0,2.0,3.0,18.0,12.3
1 Season,,BRK,NBA,27:35,4.0,7.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,1.0,1.0,5.0,10.0,10.0
1 Season,,NYK,NBA,15:56,4.0,7.0,4.0,7.0,1.0,2.0,1.0,4.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,12.0,9.3
