"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2012-13,24,BRK,NBA,C,7.0,7.0,263.0,0.472,0.467,1.0,0.476,0.886,0.548,0.358,0.008,104.0,97.0,279.0,96.0,118.0,102.0,132.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,26,BRK,NBA,C,6.0,6.0,234.0,0.494,0.494,,0.494,0.825,0.569,0.46,0.0,110.0,102.0,,100.0,110.0,106.0,168.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,30,MIL,NBA,C,15.0,15.0,438.0,0.455,0.661,0.293,0.537,0.828,0.572,0.216,0.56,99.0,127.0,83.0,103.0,108.0,102.0,84.0,156.0,
2019-20,31,MIL,NBA,C,10.0,10.0,328.0,0.535,0.656,0.396,0.627,0.75,0.643,0.175,0.465,116.0,125.0,111.0,119.0,97.0,114.0,67.0,121.0,
2020-21,32,MIL,NBA,C,23.0,23.0,667.0,0.548,0.662,0.319,0.601,0.86,0.632,0.198,0.332,118.0,125.0,87.0,112.0,111.0,110.0,80.0,85.0,
2021-22,33,MIL,NBA,C,12.0,12.0,332.0,0.49,0.595,0.214,0.52,0.913,0.566,0.225,0.275,106.0,112.0,61.0,98.0,118.0,100.0,91.0,69.0,
2022-23,34,MIL,NBA,C,5.0,5.0,182.0,0.582,0.64,0.412,0.634,0.769,0.653,0.194,0.254,122.0,117.0,114.0,116.0,98.0,112.0,73.0,65.0,
2023-24,35,MIL,NBA,C,6.0,6.0,200.0,0.587,0.654,0.435,0.653,0.533,0.65,0.2,0.307,124.0,120.0,119.0,120.0,68.0,112.0,82.0,78.0,
2024-25,36,MIL,NBA,C,5.0,4.0,74.0,0.364,0.571,0.267,0.455,1.0,0.517,0.227,0.682,78.0,105.0,74.0,84.0,128.0,90.0,94.0,162.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,89.0,88.0,2718.0,0.513,0.592,0.331,0.563,0.828,0.6,0.247,0.302,111.0,114.0,92.0,107.0,108.0,107.0,95.0,79.0,
,,,,,,,,,,,,,,,,,,,,,,,,
MIL (7 Yrs),MIL (7 Yrs),MIL (7 Yrs),MIL (7 Yrs),,76.0,75.0,2221.0,0.523,0.645,0.329,0.586,0.811,0.614,0.202,0.387,112.0,121.0,91.0,110.0,105.0,108.0,80.0,101.0,
BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),,13.0,13.0,497.0,0.481,0.478,1.0,0.483,0.857,0.557,0.4,0.005,107.0,99.0,279.0,97.0,114.0,104.0,147.0,2.0,
