"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2019-20,20,GSW,NBA,SG,57.0,14.0,1274.0,0.333,19.1,0.472,0.129,0.094,0.086,0.163,0.528,0.392,0.523,0.426,0.349,0.293,0.279,0.462,0.851,0.006,3.0,0.113,0.367,2.0,0.0,
2020-21,21,GSW,NBA,SG,51.0,7.0,988.0,0.432,18.6,0.418,0.148,0.133,0.082,0.055,0.582,0.545,0.743,0.46,0.436,0.385,0.351,0.611,0.897,0.023,11.0,0.109,0.6,1.0,1.0,
2021-22,22,GSW,NBA,SG,76.0,51.0,2283.0,0.448,17.8,0.452,0.142,0.182,0.066,0.061,0.548,0.55,0.68,0.523,0.457,0.431,0.364,0.414,0.706,0.019,16.0,0.16,0.355,5.0,1.0,
2022-23,23,GSW,NBA,PG,82.0,43.0,2458.0,0.43,17.3,0.502,0.134,0.21,0.081,0.077,0.498,0.524,0.696,0.517,0.379,0.398,0.336,0.446,0.701,0.024,27.0,0.118,0.333,8.0,0.0,
2023-24,24,WAS,NBA,SG,78.0,66.0,2346.0,0.413,17.1,0.524,0.156,0.18,0.116,0.073,0.476,0.492,0.714,0.394,0.387,0.425,0.326,0.408,0.668,0.008,9.0,0.108,0.344,4.0,0.0,
2024-25,25,WAS,NBA,SG,68.0,68.0,2001.0,0.432,18.8,0.412,0.166,0.156,0.056,0.034,0.588,0.51,0.703,0.412,0.271,0.417,0.378,0.347,0.574,0.01,10.0,0.087,0.333,3.0,0.0,
2025-26,26,NOP,NBA,PG,7.0,4.0,212.0,0.354,18.0,0.404,0.212,0.111,0.061,0.02,0.596,0.375,0.429,0.364,0.333,0.0,0.339,0.4,0.55,0.0,0.0,0.085,0.6,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,419.0,253.0,11562.0,0.421,18.1,0.469,0.148,0.17,0.081,0.07,0.531,0.507,0.682,0.463,0.381,0.386,0.345,0.429,0.694,0.015,76.0,0.116,0.371,23.0,2.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,50.0,2263.0,0.421,18.1,0.469,0.148,0.17,0.081,0.07,0.531,0.507,0.682,0.463,0.381,0.386,0.345,0.429,0.694,0.015,15.0,0.116,0.371,5.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSW (4 Yrs),GSW (4 Yrs),GSW (4 Yrs),GSW (4 Yrs),,266.0,115.0,7003.0,0.421,18.2,0.469,0.138,0.173,0.077,0.082,0.531,0.515,0.673,0.505,0.404,0.373,0.339,0.46,0.753,0.02,57.0,0.13,0.382,16.0,2.0,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,146.0,134.0,4347.0,0.422,17.9,0.471,0.16,0.169,0.087,0.055,0.529,0.5,0.708,0.402,0.352,0.423,0.353,0.383,0.616,0.009,19.0,0.097,0.339,7.0,0.0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,7.0,4.0,212.0,0.354,18.0,0.404,0.212,0.111,0.061,0.02,0.596,0.375,0.429,0.364,0.333,0.0,0.339,0.4,0.55,0.0,0.0,0.085,0.6,0.0,0.0,
