Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2012-13,20,DEN,NBA,SG,4.0,4.0,53.0,5.6,15.8,0.353,0.0,7.5,0.0,5.6,8.4,0.667,0.353,6.5,7.5,0.875,0.0,0.0,0.0,3.7,1.9,0.0,5.6,5.6,17.7,81.0,115.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,26,ORL,NBA,SG,5.0,5.0,175.0,6.9,19.8,0.348,2.3,9.8,0.235,4.6,10.1,0.457,0.406,1.7,2.3,0.75,0.9,3.7,4.6,2.9,2.0,0.0,3.4,4.0,17.8,80.0,113.0,
2019-20,27,ORL,NBA,SF,5.0,5.0,171.0,5.4,15.3,0.351,3.2,9.4,0.343,2.2,5.9,0.364,0.456,3.2,4.6,0.706,0.8,4.6,5.4,3.5,1.6,0.8,2.4,2.7,17.2,94.0,111.0,
2020-21,28,BOS,NBA,SF,5.0,5.0,167.0,8.1,18.9,0.429,3.9,9.0,0.433,4.2,9.9,0.424,0.532,3.0,3.6,0.833,1.5,3.9,5.4,2.1,1.8,0.0,1.5,6.0,23.1,117.0,131.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,19.0,19.0,566.0,6.6,17.7,0.374,2.8,9.2,0.308,3.8,8.5,0.444,0.454,3.0,3.9,0.778,0.9,3.7,4.7,2.9,1.8,0.3,2.8,4.3,19.1,94.0,118.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),ORL (2 Yrs),,10.0,10.0,346.0,6.1,17.5,0.349,2.8,9.6,0.29,3.3,7.9,0.421,0.429,2.5,3.5,0.72,0.8,4.2,5.0,3.2,1.8,0.4,2.9,3.3,17.5,87.0,112.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,5.0,5.0,167.0,8.1,18.9,0.429,3.9,9.0,0.433,4.2,9.9,0.424,0.532,3.0,3.6,0.833,1.5,3.9,5.4,2.1,1.8,0.0,1.5,6.0,23.1,117.0,131.0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,4.0,4.0,53.0,5.6,15.8,0.353,0.0,7.5,0.0,5.6,8.4,0.667,0.353,6.5,7.5,0.875,0.0,0.0,0.0,3.7,1.9,0.0,5.6,5.6,17.7,81.0,115.0,
