"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2013-14,20,WAS,NBA,SG,11.0,11.0,458.0,0.424,0.427,0.415,0.486,0.796,0.531,0.277,0.299,93.0,88.0,115.0,97.0,105.0,98.0,97.0,115.0,
2014-15,21,WAS,NBA,SG,10.0,10.0,418.0,0.405,0.423,0.365,0.463,0.831,0.518,0.295,0.315,90.0,87.0,104.0,93.0,111.0,97.0,108.0,117.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,23,WAS,NBA,SG,13.0,13.0,505.0,0.471,0.589,0.287,0.527,0.82,0.565,0.236,0.39,103.0,117.0,80.0,103.0,106.0,102.0,87.0,123.0,
2017-18,24,WAS,NBA,SG,6.0,6.0,216.0,0.454,0.444,0.467,0.551,0.87,0.588,0.213,0.417,99.0,87.0,129.0,106.0,113.0,106.0,85.0,124.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,27,WAS,NBA,SG,5.0,5.0,195.0,0.455,0.538,0.219,0.484,0.861,0.54,0.293,0.26,98.0,102.0,60.0,90.0,111.0,94.0,119.0,66.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,30,PHO,NBA,SG,4.0,4.0,154.0,0.441,0.444,0.435,0.525,0.8,0.539,0.085,0.39,93.0,82.0,119.0,96.0,102.0,93.0,35.0,99.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,49.0,49.0,1946.0,0.442,0.488,0.353,0.502,0.828,0.546,0.252,0.342,96.0,97.0,99.0,98.0,108.0,99.0,94.0,111.0,
,,,,,,,,,,,,,,,,,,,,,,,,
WAS (5 Yrs),WAS (5 Yrs),WAS (5 Yrs),WAS (5 Yrs),,45.0,45.0,1792.0,0.442,0.49,0.347,0.501,0.829,0.546,0.263,0.339,97.0,98.0,97.0,98.0,109.0,100.0,98.0,112.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,4.0,4.0,154.0,0.441,0.444,0.435,0.525,0.8,0.539,0.085,0.39,93.0,82.0,119.0,96.0,102.0,93.0,35.0,99.0,
