Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2015-16,23,DET,NBA,PF,4.0,4.0,156.0,21.0,46.0,0.457,4.0,12.0,0.333,17.0,34.0,0.5,0.5,12.0,13.0,0.923,6.0,32.0,38.0,12.0,3.0,3.0,6.0,11.0,58.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,26,PHI,NBA,PF,12.0,12.0,443.0,71.0,167.0,0.425,22.0,63.0,0.349,49.0,104.0,0.471,0.491,22.0,26.0,0.846,12.0,98.0,110.0,48.0,13.0,6.0,20.0,30.0,186.0,0.0,
2019-20,27,PHI,NBA,PF,4.0,4.0,149.0,23.0,60.0,0.383,2.0,15.0,0.133,21.0,45.0,0.467,0.4,15.0,19.0,0.789,14.0,24.0,38.0,16.0,2.0,1.0,5.0,11.0,63.0,0.0,
2020-21,28,PHI,NBA,PF,12.0,12.0,438.0,105.0,215.0,0.488,16.0,43.0,0.372,89.0,172.0,0.517,0.526,35.0,40.0,0.875,10.0,92.0,102.0,42.0,12.0,5.0,18.0,29.0,261.0,0.0,
2021-22,29,PHI,NBA,PF,12.0,12.0,466.0,81.0,162.0,0.5,22.0,57.0,0.386,59.0,105.0,0.562,0.568,19.0,22.0,0.864,10.0,81.0,91.0,35.0,13.0,10.0,18.0,35.0,203.0,0.0,
2022-23,30,PHI,NBA,SF,11.0,11.0,392.0,70.0,134.0,0.522,15.0,41.0,0.366,55.0,93.0,0.591,0.578,13.0,15.0,0.867,17.0,63.0,80.0,18.0,7.0,6.0,8.0,28.0,168.0,0.0,
2023-24,31,PHI,NBA,PF,6.0,6.0,218.0,22.0,51.0,0.431,6.0,18.0,0.333,16.0,33.0,0.485,0.49,4.0,4.0,1.0,9.0,34.0,43.0,9.0,1.0,3.0,3.0,11.0,54.0,0.0,
2024-25,32,DET,NBA,PF,6.0,6.0,233.0,34.0,71.0,0.479,10.0,23.0,0.435,24.0,48.0,0.5,0.549,16.0,16.0,1.0,8.0,38.0,46.0,3.0,6.0,7.0,6.0,16.0,94.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,67.0,67.0,2495.0,427.0,906.0,0.471,97.0,272.0,0.357,330.0,634.0,0.521,0.525,136.0,155.0,0.877,86.0,462.0,548.0,183.0,57.0,41.0,84.0,171.0,1087.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,82.0,3054.0,523.0,1109.0,0.471,119.0,333.0,0.357,404.0,776.0,0.521,0.525,166.0,190.0,0.877,105.0,565.0,671.0,224.0,70.0,50.0,103.0,209.0,1330.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (6 Yrs),PHI (6 Yrs),PHI (6 Yrs),PHI (6 Yrs),,57.0,57.0,2106.0,372.0,789.0,0.471,83.0,237.0,0.35,289.0,552.0,0.524,0.524,108.0,126.0,0.857,72.0,392.0,464.0,168.0,48.0,31.0,72.0,144.0,935.0,0.0,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,10.0,10.0,389.0,55.0,117.0,0.47,14.0,35.0,0.4,41.0,82.0,0.5,0.53,28.0,29.0,0.966,14.0,70.0,84.0,15.0,9.0,10.0,12.0,27.0,152.0,0.0,
