Highlight,Unnamed: 1,In Stathead
"Career high, Points",15.0,View full stats from top 20 games
"Career high, Rebounds",8.0,View full stats from top 20 games
"Career high, Assists",9.0,View full stats from top 20 games
"Career high, Steals",5.0,View full stats from top 20 games
"Career high, Blocks",1.0,View full stats from top 20 games
"Career high, Game Score",13.8,View full stats from top 20 games
