Highlight,Unnamed: 1,In Stathead
"Career high, Points",59.0,View full stats from top 20 games
"Career high, Rebounds",26.0,View full stats from top 20 games
"Career high, Assists",11.0,View full stats from top 20 games
"Career high, Steals",7.0,View full stats from top 20 games
"Career high, Blocks",10.0,View full stats from top 20 games
"Career high, Game Score",53.9,View full stats from top 20 games
Triple-Doubles,4.0,View all
