"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2022-23,28,NYK,NBA,EC1,CLE,W (4-1),5.0,35.0,11.6,7.8,1.4,1.2,0.2,23.0,41.0,0.561,5.0,11.0,0.455,18.0,30.0,0.6,0.622,7.0,9.0,0.778,12.0,27.0,39.0,7.0,6.0,1.0,11.0,13.0,58.0,
2022-23,28,NYK,NBA,ECS,MIA,L (2-4),6.0,29.7,9.3,7.0,2.8,0.5,0.3,22.0,53.0,0.415,5.0,21.0,0.238,17.0,32.0,0.531,0.462,7.0,13.0,0.538,6.0,36.0,42.0,17.0,3.0,2.0,10.0,25.0,56.0,
2023-24,29,NYK,NBA,EC1,PHI,W (4-2),6.0,46.3,16.8,12.3,4.5,0.7,1.0,32.0,79.0,0.405,16.0,37.0,0.432,16.0,42.0,0.381,0.506,21.0,30.0,0.7,22.0,52.0,74.0,27.0,4.0,6.0,13.0,19.0,101.0,
2023-24,29,NYK,NBA,ECS,IND,L (3-4),7.0,38.4,12.6,10.9,4.6,1.3,0.6,34.0,71.0,0.479,6.0,22.0,0.273,28.0,49.0,0.571,0.521,14.0,18.0,0.778,15.0,61.0,76.0,32.0,9.0,4.0,21.0,22.0,88.0,
2024-25,30,NYK,NBA,EC1,DET,W (4-2),6.0,37.2,11.8,8.7,5.8,1.5,0.8,25.0,50.0,0.5,7.0,14.0,0.5,18.0,36.0,0.5,0.57,14.0,18.0,0.778,13.0,39.0,52.0,35.0,9.0,5.0,12.0,19.0,71.0,
2024-25,30,NYK,NBA,ECS,BOS,W (4-2),6.0,36.7,14.5,8.3,4.5,0.5,0.7,29.0,63.0,0.46,11.0,29.0,0.379,18.0,34.0,0.529,0.548,18.0,24.0,0.75,15.0,35.0,50.0,27.0,3.0,4.0,10.0,20.0,87.0,
2024-25,30,NYK,NBA,ECF,IND,L (2-4),6.0,33.2,8.3,9.3,3.0,1.3,0.2,14.0,31.0,0.452,2.0,11.0,0.182,12.0,20.0,0.6,0.484,20.0,25.0,0.8,16.0,40.0,56.0,18.0,8.0,1.0,13.0,23.0,50.0,
3 Yrs (7 Series),3 Yrs (7 Series),3 Yrs (7 Series),3 Yrs (7 Series),3 Yrs (7 Series),3 Yrs (7 Series),4-3,42.0,36.7,12.2,9.3,3.9,1.0,0.5,179.0,388.0,0.461,52.0,145.0,0.359,127.0,243.0,0.523,0.528,101.0,137.0,0.737,99.0,290.0,389.0,163.0,42.0,23.0,90.0,141.0,511.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),3-0,17.0,39.8,13.5,9.7,4.1,1.1,0.7,80.0,170.0,0.471,28.0,62.0,0.452,52.0,108.0,0.481,0.553,42.0,57.0,0.737,47.0,118.0,165.0,69.0,19.0,12.0,36.0,51.0,230.0,
ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),1-2,19.0,35.1,12.2,8.8,4.0,0.8,0.5,85.0,187.0,0.455,22.0,72.0,0.306,63.0,115.0,0.548,0.513,39.0,55.0,0.709,36.0,132.0,168.0,76.0,15.0,10.0,41.0,67.0,231.0,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),0-1,6.0,33.2,8.3,9.3,3.0,1.3,0.2,14.0,31.0,0.452,2.0,11.0,0.182,12.0,20.0,0.6,0.484,20.0,25.0,0.8,16.0,40.0,56.0,18.0,8.0,1.0,13.0,23.0,50.0,
