"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2016-17,20.0,BOS,NBA,26:11,7.0,11.0,1.0,3.0,7.0,9.0,5.0,5.0,4.0,5.0,9.0,2.0,2.0,1.0,3.0,5.0,19.0,13.4
2017-18,21.0,BOS,NBA,45:36,13.0,24.0,5.0,12.0,9.0,17.0,7.0,8.0,2.0,7.0,9.0,4.0,3.0,2.0,3.0,5.0,34.0,27.1
2018-19,22.0,BOS,NBA,35:45,8.0,14.0,4.0,7.0,5.0,10.0,6.0,7.0,2.0,7.0,9.0,3.0,2.0,1.0,3.0,6.0,23.0,18.2
2019-20,23.0,BOS,NBA,51:11,12.0,30.0,5.0,13.0,10.0,17.0,8.0,9.0,4.0,12.0,16.0,5.0,4.0,4.0,5.0,5.0,31.0,26.2
2021-22,25.0,BOS,NBA,44:03,14.0,23.0,6.0,11.0,11.0,15.0,10.0,12.0,3.0,12.0,12.0,6.0,4.0,2.0,7.0,6.0,40.0,28.9
2022-23,26.0,BOS,NBA,44:24,15.0,25.0,6.0,9.0,11.0,18.0,8.0,10.0,5.0,8.0,12.0,5.0,3.0,2.0,8.0,5.0,35.0,24.1
2023-24,27.0,BOS,NBA,44:27,14.0,27.0,4.0,10.0,11.0,17.0,8.0,11.0,3.0,8.0,9.0,8.0,3.0,3.0,6.0,4.0,40.0,26.7
2024-25,28.0,BOS,NBA,44:53,12.0,23.0,5.0,10.0,7.0,16.0,9.0,10.0,4.0,11.0,11.0,12.0,2.0,1.0,7.0,6.0,36.0,31.2
Career,,,,51:11,15.0,30.0,6.0,13.0,11.0,18.0,10.0,12.0,5.0,12.0,16.0,12.0,4.0,4.0,8.0,6.0,40.0,31.2
,,,,,,,,,,,,,,,,,,,,,,
8 Seasons,,BOS,NBA,51:11,15.0,30.0,6.0,13.0,11.0,18.0,10.0,12.0,5.0,12.0,16.0,12.0,4.0,4.0,8.0,6.0,40.0,31.2
