Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2018-19,21,SAS,NBA,PF,29.0,0.0,145.0,6.4,19.5,0.328,0.0,0.7,0.0,6.4,18.9,0.339,0.328,4.4,5.7,0.765,3.0,9.1,12.1,4.4,2.0,0.7,5.1,4.7,17.2,79.0,109.0,
2019-20,22,SAS,NBA,C,18.0,0.0,105.0,10.9,19.1,0.571,0.0,0.9,0.0,10.9,18.2,0.6,0.571,4.6,5.9,0.769,5.5,9.6,15.0,4.6,1.4,2.7,4.6,3.2,26.4,113.0,110.0,
2020-21,23,SAC,NBA,C,36.0,6.0,488.0,9.0,17.6,0.508,1.3,3.6,0.351,7.7,14.0,0.549,0.545,3.0,4.2,0.721,3.0,8.0,11.0,2.8,1.4,1.8,2.9,5.8,22.2,109.0,116.0,
2021-22,24,SAC,NBA,C,60.0,20.0,1279.0,7.6,16.9,0.452,2.1,7.0,0.306,5.5,9.9,0.555,0.516,2.7,3.4,0.78,1.3,11.3,12.6,2.3,1.9,1.2,2.3,3.5,20.1,104.0,111.0,
2022-23,25,SAC,NBA,PF,66.0,0.0,689.0,9.0,15.2,0.589,0.6,2.6,0.237,8.3,12.6,0.663,0.61,3.8,5.1,0.74,3.3,10.5,13.8,2.8,1.5,1.5,2.2,5.6,22.3,124.0,113.0,
2023-24,26,2TM,NBA,C,51.0,12.0,859.0,6.9,13.8,0.504,1.6,5.3,0.298,5.4,8.5,0.633,0.561,3.3,3.6,0.906,2.3,8.6,10.9,2.6,2.4,0.9,2.9,4.0,18.7,112.0,114.0,
2023-24,26,PHO,NBA,C,37.0,5.0,448.0,7.2,14.2,0.508,1.6,5.6,0.294,5.6,8.6,0.646,0.565,4.1,4.7,0.884,2.6,9.4,12.0,2.1,2.1,1.0,2.9,4.3,20.2,115.0,112.0,
2023-24,26,DET,NBA,C,14.0,7.0,411.0,6.7,13.3,0.5,1.5,5.0,0.302,5.2,8.3,0.62,0.557,2.3,2.5,0.952,2.0,7.8,9.8,3.2,2.8,0.8,2.9,3.7,17.2,109.0,115.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,260.0,38.0,3565.0,8.0,16.1,0.495,1.4,4.8,0.298,6.5,11.2,0.579,0.539,3.2,4.1,0.787,2.4,9.9,12.3,2.7,1.9,1.3,2.7,4.4,20.6,109.0,113.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),,162.0,26.0,2456.0,8.3,16.6,0.499,1.5,5.1,0.303,6.7,11.5,0.587,0.546,3.0,4.0,0.754,2.2,10.4,12.6,2.5,1.7,1.4,2.4,4.6,21.1,110.0,113.0,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,47.0,0.0,250.0,8.3,19.4,0.43,0.0,0.8,0.0,8.3,18.6,0.448,0.43,4.5,5.8,0.767,4.1,9.3,13.4,4.5,1.7,1.5,4.8,4.1,21.1,93.0,109.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,37.0,5.0,448.0,7.2,14.2,0.508,1.6,5.6,0.294,5.6,8.6,0.646,0.565,4.1,4.7,0.884,2.6,9.4,12.0,2.1,2.1,1.0,2.9,4.3,20.2,115.0,112.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,14.0,7.0,411.0,6.7,13.3,0.5,1.5,5.0,0.302,5.2,8.3,0.62,0.557,2.3,2.5,0.952,2.0,7.8,9.8,3.2,2.8,0.8,2.9,3.7,17.2,109.0,115.0,
