"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2010-11,23.0,PHI,NBA,12:00,3.0,7.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,6.0,3.2
2011-12,24.0,PHI,NBA,33:08,4.0,12.0,2.0,4.0,2.0,8.0,1.0,2.0,2.0,4.0,6.0,3.0,0.0,1.0,2.0,2.0,10.0,5.9
Career,,,,33:08,4.0,12.0,2.0,4.0,3.0,8.0,1.0,2.0,2.0,4.0,6.0,3.0,1.0,1.0,2.0,2.0,10.0,5.9
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,PHI,NBA,33:08,4.0,12.0,2.0,4.0,3.0,8.0,1.0,2.0,2.0,4.0,6.0,3.0,1.0,1.0,2.0,2.0,10.0,5.9
