0
2014-15 NBA 141 (18th)
2016-17 NBA 246 (4th)
2017-18 NBA 218 (8th)
2018-19 NBA 216 (11th)
Active 2086 (10th)
Career 2086 (17th)
Career NBA 2086 (17th)
Career Playoffs 167 (51st)
Career NBA Playoffs 167 (51st)
Career (Reg+Playoffs) 2253 (16th)
Career NBA (Reg+Playoffs) 2253 (16th)
