"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2010-11,26,SAS,NBA,C,3,0,50,0.625,2.4,1.0,0.75,0.25,0.0,0.0,0.0,0.625,0.75,0.25,,,,0.6,0.0,0,,0,0,
2011-12,27,SAS,NBA,C,13,0,168,0.638,2.4,1.0,0.723,0.277,0.0,0.0,0.0,0.638,0.853,0.077,,,,0.833,0.106,4,,0,0,
2012-13,28,SAS,NBA,PF,19,15,388,0.536,3.8,0.988,0.595,0.357,0.024,0.012,0.012,0.542,0.66,0.4,0.0,0.0,0.0,0.778,0.119,8,0.0,0,0,
2013-14,29,SAS,NBA,C,23,18,516,0.61,3.2,0.99,0.75,0.23,0.0,0.01,0.01,0.616,0.72,0.261,,1.0,0.0,0.787,0.13,12,0.0,1,0,
2014-15,30,SAS,NBA,C,7,7,123,0.375,2.8,1.0,0.75,0.25,0.0,0.0,0.0,0.375,0.444,0.167,,,,0.778,0.042,1,,0,0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,65,40,1245,0.572,2.9,0.993,0.697,0.28,0.007,0.007,0.007,0.576,0.704,0.276,0.0,0.5,0.0,0.781,0.107,25,0.0,1,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,50,1571,0.572,2.9,0.993,0.697,0.28,0.007,0.007,0.007,0.576,0.704,0.276,0.0,0.5,0.0,0.781,0.107,32,0.0,1,0,
