Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2014-15,20,LAL,NBA,PF,1.0,0.0,14.0,-7.5,0.258,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,20.5,15.5,-0.1,0.0,-0.1,-0.276,-9.6,-5.6,-15.1,0.0,
2015-16,21,LAL,NBA,PF,81.0,60.0,2286.0,13.9,0.482,0.043,0.323,7.8,32.0,19.5,11.0,1.2,1.0,13.5,21.2,-0.3,1.9,1.6,0.035,-1.9,-1.3,-3.2,-0.7,
2016-17,22,LAL,NBA,PF,74.0,73.0,2132.0,16.3,0.543,0.082,0.365,7.4,25.8,16.3,19.3,1.1,1.4,16.2,21.4,2.0,1.5,3.5,0.08,-0.6,-0.3,-0.9,0.6,
2017-18,23,LAL,NBA,C,82.0,49.0,2190.0,19.9,0.606,0.05,0.47,8.9,22.8,15.9,15.8,0.9,1.7,16.3,25.3,4.0,2.6,6.6,0.145,0.6,0.0,0.6,1.4,
2018-19,24,NOP,NBA,PF,73.0,49.0,2232.0,20.9,0.6,0.179,0.447,7.6,21.6,14.7,15.8,1.1,1.6,13.8,27.8,4.2,1.9,6.1,0.131,2.1,-0.6,1.5,2.0,
2019-20,25,NYK,NBA,PF,64.0,64.0,2080.0,17.5,0.538,0.23,0.35,7.5,24.9,16.0,15.8,1.2,1.0,14.3,27.6,0.9,1.8,2.7,0.062,0.7,-1.0,-0.3,0.9,
2020-21,26,NYK,NBA,PF,71.0,71.0,2667.0,19.7,0.567,0.294,0.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,3.4,4.3,7.8,0.14,2.9,0.9,3.8,3.9,"MVP-8,MIP-1,AS,NBA2"
2021-22,27,NYK,NBA,PF,72.0,72.0,2544.0,15.7,0.509,0.313,0.322,5.2,25.5,15.1,25.1,1.0,1.5,14.7,28.7,-0.3,3.4,3.1,0.059,0.4,0.2,0.5,1.6,
2022-23,28,NYK,NBA,PF,77.0,77.0,2737.0,20.3,0.581,0.444,0.371,5.6,25.2,15.4,18.5,0.9,0.7,11.5,29.5,5.0,3.1,8.1,0.142,3.9,-0.2,3.7,3.9,"CPOY-14,AS,NBA3"
2023-24,29,NYK,NBA,PF,46.0,46.0,1630.0,18.9,0.569,0.292,0.361,6.8,22.4,14.6,22.8,0.8,0.7,14.1,29.9,1.9,1.9,3.8,0.113,2.2,-0.3,1.9,1.6,AS
2024-25,30,MIN,NBA,PF,69.0,69.0,2226.0,17.5,0.593,0.334,0.357,7.3,16.8,12.1,22.5,1.0,0.7,15.3,25.0,3.6,2.6,6.2,0.134,1.5,-0.2,1.3,1.8,
2025-26,31,MIN,NBA,PF,15.0,15.0,496.0,25.1,0.639,0.297,0.439,5.1,19.1,12.3,28.7,1.7,0.5,10.9,28.0,1.8,0.7,2.5,0.241,5.9,0.7,6.5,1.1,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,725.0,645.0,23234.0,18.2,0.562,0.246,0.369,6.6,24.3,15.4,19.7,1.1,1.1,14.1,26.6,26.4,25.6,52.1,0.108,1.3,-0.2,1.1,18.1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,73.0,2628.0,18.2,0.562,0.246,0.369,6.6,24.3,15.4,19.7,1.1,1.1,14.1,26.6,3.0,2.9,5.9,0.108,1.3,-0.2,1.1,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYK (5 Yrs),NYK (5 Yrs),NYK (5 Yrs),NYK (5 Yrs),,330.0,330.0,11658.0,18.5,0.553,0.324,0.345,5.5,24.9,15.2,22.1,1.0,0.9,13.5,29.0,11.1,14.5,25.5,0.105,2.1,0.0,2.1,12.0,
LAL (4 Yrs),LAL (4 Yrs),LAL (4 Yrs),LAL (4 Yrs),,238.0,182.0,6622.0,16.6,0.546,0.057,0.389,8.0,26.9,17.2,15.2,1.1,1.4,15.4,22.6,5.7,6.0,11.7,0.085,-0.7,-0.5,-1.2,1.3,
MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),,84.0,84.0,2722.0,18.9,0.603,0.327,0.374,6.9,17.2,12.2,23.7,1.2,0.6,14.4,25.5,5.4,3.3,8.7,0.154,2.3,0.0,2.2,2.9,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,73.0,49.0,2232.0,20.9,0.6,0.179,0.447,7.6,21.6,14.7,15.8,1.1,1.6,13.8,27.8,4.2,1.9,6.1,0.131,2.1,-0.6,1.5,2.0,
