0
2017-18 NBA 213 (13th)
2019-20 NBA 193 (16th)
2020-21 NBA 241 (4th)
2021-22 NBA 245 (7th)
2022-23 NBA 216 (11th)
2024-25 NBA 196 (19th)
Active 2030 (18th)
