Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2020-21,21,DET,NBA,PG,48.0,7.0,781.0,4.6,9.7,0.471,0.4,1.1,0.348,4.2,8.6,0.487,0.49,2.8,4.1,0.685,0.9,3.5,4.5,8.0,1.5,0.6,2.5,3.5,12.3,
2021-22,22,DET,NBA,PG,37.0,0.0,604.0,4.1,10.5,0.39,0.8,3.6,0.233,3.3,7.0,0.47,0.429,3.3,4.2,0.789,1.1,4.1,5.2,6.4,2.1,0.7,2.1,2.6,12.4,
2022-23,23,2TM,NBA,PG,25.0,1.0,373.0,4.7,11.7,0.405,1.1,2.9,0.367,3.7,8.8,0.418,0.45,4.1,5.5,0.737,1.3,3.1,4.3,6.5,1.8,0.1,2.3,3.1,14.6,
2022-23,23,PHI,NBA,PG,2.0,0.0,10.0,10.8,14.4,0.75,0.0,3.6,0.0,10.8,10.8,1.0,0.75,0.0,0.0,,0.0,0.0,0.0,7.2,3.6,0.0,10.8,3.6,21.6,
2022-23,23,PHO,NBA,PG,23.0,1.0,363.0,4.6,11.6,0.393,1.1,2.9,0.379,3.5,8.7,0.398,0.44,4.2,5.7,0.737,1.3,3.2,4.5,6.4,1.8,0.1,2.1,3.1,14.4,
2023-24,24,PHO,NBA,PG,24.0,0.0,185.0,3.9,10.7,0.364,0.4,3.1,0.125,3.5,7.6,0.462,0.382,5.6,7.6,0.744,1.8,4.3,6.0,5.8,1.4,0.6,1.6,2.5,13.8,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,134.0,8.0,1943.0,4.4,10.4,0.421,0.6,2.4,0.271,3.7,8.0,0.465,0.452,3.5,4.7,0.734,1.1,3.7,4.8,7.0,1.7,0.5,2.3,3.1,12.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,85.0,7.0,1385.0,4.4,10.1,0.434,0.6,2.2,0.265,3.8,7.9,0.48,0.463,3.0,4.2,0.731,1.0,3.8,4.8,7.3,1.8,0.6,2.4,3.1,12.3,
PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),PHO (2 Yrs),,47.0,1.0,548.0,4.3,11.3,0.384,0.9,3.0,0.289,3.5,8.3,0.417,0.422,4.7,6.3,0.74,1.4,3.5,5.0,6.2,1.6,0.3,1.9,2.9,14.2,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,2.0,0.0,10.0,10.8,14.4,0.75,0.0,3.6,0.0,10.8,10.8,1.0,0.75,0.0,0.0,,0.0,0.0,0.0,7.2,3.6,0.0,10.8,3.6,21.6,
