"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2018-19,22,DEN,NBA,SG,14.0,0.0,281.0,1.0,44.0,55.0,0.0,0.0,0.1,-3.8,3.0,2.0,11.0,1.0,16.0,2.0,35.0,4.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,25,MIN,NBA,SG,6.0,0.0,119.0,0.0,79.0,21.0,0.0,0.0,-14.1,-16.2,3.0,3.0,6.0,0.0,2.0,0.0,10.0,1.0,4.0,
2022-23,26,LAL,NBA,SG,11.0,0.0,91.0,49.0,47.0,4.0,0.0,0.0,-7.7,-11.6,2.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,3.0,
2023-24,27,MIL,NBA,SG,6.0,2.0,131.0,28.0,55.0,17.0,0.0,0.0,-15.3,-22.3,2.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,3.0,
2024-25,28,DET,NBA,SG,6.0,0.0,163.0,0.0,47.0,53.0,0.0,0.0,-7.6,-13.3,3.0,3.0,0.0,1.0,2.0,2.0,17.0,0.0,1.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,43.0,2.0,785.0,11.0,52.0,37.0,0.0,0.0,-7.1,-11.6,13.0,8.0,24.0,2.0,23.0,4.0,77.0,5.0,14.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,4.0,1497.0,11.0,52.0,37.0,0.0,0.0,-7.1,-11.6,25.0,15.0,46.0,4.0,44.0,8.0,147.0,10.0,27.0,
,,,,,,,,,,,,,,,,,,,,,,,,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,14.0,0.0,281.0,1.0,44.0,55.0,0.0,0.0,0.1,-3.8,3.0,2.0,11.0,1.0,16.0,2.0,35.0,4.0,3.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,11.0,0.0,91.0,49.0,47.0,4.0,0.0,0.0,-7.7,-11.6,2.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,3.0,
DET (1 Yr),DET (1 Yr),DET (1 Yr),DET (1 Yr),,6.0,0.0,163.0,0.0,47.0,53.0,0.0,0.0,-7.6,-13.3,3.0,3.0,0.0,1.0,2.0,2.0,17.0,0.0,1.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,6.0,2.0,131.0,28.0,55.0,17.0,0.0,0.0,-15.3,-22.3,2.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,3.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,6.0,0.0,119.0,0.0,79.0,21.0,0.0,0.0,-14.1,-16.2,3.0,3.0,6.0,0.0,2.0,0.0,10.0,1.0,4.0,
