"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2019-20,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2020-21,22,ORL,NBA,PF,45,19,1133,.417,.470,.348,.492,.750,.511,.123,.435,89,89,95,92,96,89,50,111,-29.6,-41.6,
2021-22,23,ORL,NBA,PF,70,20,1749,.376,.480,.318,.478,.846,.501,.113,.645,81,90,90,90,109,89,46,162,-61.4,-78.3,
2022-23,24,ORL,NBA,SF,27,8,518,.352,.472,.302,.459,.762,.488,.172,.705,74,86,84,84,97,84,65,182,-21.0,-24.6,
2023-24,25,ORL,NBA,SF,47,8,432,.357,.567,.280,.460,.571,.465,.063,.732,75,104,77,84,73,80,26,185,-19.4,-26.5,
2024-25,26,2TM,NBA,PF,9,3,196,.500,.750,.393,.638,.667,.641,.075,.700,107,138,109,117,85,111,31,166,7.6,5.4,
2024-25,26,PHI,NBA,PF,7,3,171,.545,.727,.455,.697,.667,.699,.091,.667,117,133,126,128,85,121,37,158,10.2,8.5,
2024-25,26,CLE,NBA,PF,2,0,25,.286,1.000,.167,.357,,.357,.000,.857,61,183,46,66,,62,0,204,-2.6,-3.1,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,198,58,4028,.387,.488,.321,.484,.787,.504,.116,.604,83,91,89,90,101,88,46,152,-123.8,-165.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (4 Yrs),ORL (4 Yrs),ORL (4 Yrs),ORL (4 Yrs),,189,55,3832,.383,.481,.318,.478,.789,.499,.117,.600,82,90,89,89,102,87,47,152,-131.4,-171.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,7,3,171,.545,.727,.455,.697,.667,.699,.091,.667,117,133,126,128,85,121,37,158,10.2,8.5,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,2,0,25,.286,1.000,.167,.357,,.357,.000,.857,61,183,46,66,,62,0,204,-2.6,-3.1,
