Season,Team,Lg,Salary
2018-19,Los Angeles Lakers,NBA,"$1,000,000"
2019-20,Washington Wizards,NBA,"$1,416,852"
2020-21,Washington Wizards,NBA,"$1,663,861"
2021-22,Toronto Raptors,NBA,"$1,729,217"
Career,(may be incomplete),,"$5,809,930"
