"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2009-10,20,SAS,NBA,PF,10.0,0.0,91.0,0.5,1.8,1.0,0.813,0.188,0.0,0.0,0.0,0.5,0.5,0.5,,,0.563,0.094,2.0,0.0,0.0,
2010-11,21,SAS,NBA,PF,4.0,0.0,50.0,0.333,3.5,1.0,0.571,0.381,0.048,0.0,0.0,0.333,0.583,0.0,0.0,,0.571,0.048,0.0,0.0,0.0,
2011-12,22,SAS,NBA,PF,10.0,0.0,76.0,0.63,3.0,1.0,0.704,0.259,0.0,0.037,0.0,0.63,0.737,0.429,,0.0,0.647,0.0,0.0,0.0,0.0,
2012-13,23,SAS,NBA,PF,12.0,0.0,76.0,0.618,6.8,1.0,0.382,0.324,0.265,0.029,0.0,0.618,0.769,0.636,0.444,0.0,0.667,0.029,1.0,0.0,0.0,
2013-14,24,DAL,NBA,PF,6.0,0.0,81.0,0.593,5.3,1.0,0.444,0.296,0.259,0.0,0.0,0.593,0.75,0.375,0.571,,0.875,0.037,1.0,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,42.0,0.0,374.0,0.546,4.1,1.0,0.582,0.284,0.121,0.014,0.0,0.546,0.646,0.4,0.471,0.0,0.675,0.043,4.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,730.0,0.546,4.1,1.0,0.582,0.284,0.121,0.014,0.0,0.546,0.646,0.4,0.471,0.0,0.675,0.043,8.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (4 Yrs),SAS (4 Yrs),SAS (4 Yrs),SAS (4 Yrs),,36.0,0.0,293.0,0.535,3.8,1.0,0.614,0.281,0.088,0.018,0.0,0.535,0.629,0.406,0.4,0.0,0.623,0.044,3.0,0.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,6.0,0.0,81.0,0.593,5.3,1.0,0.444,0.296,0.259,0.0,0.0,0.593,0.75,0.375,0.571,,0.875,0.037,1.0,0.0,0.0,
