"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2007-08,19.0,GONZAGA,33,611,116,244,26,63,89,101,23,154,32,21,54,56,79,347,0.475,0.413,0.881,18.5,10.5,4.7,1.0
2008-09,20.0,GONZAGA,34,895,159,333,36,84,77,109,36,232,37,24,70,73,97,431,0.477,0.429,0.706,26.3,12.7,6.8,1.1
Career,,,67,1506,275,577,62,147,166,210,59,386,69,45,124,129,176,778,0.477,0.422,0.79,22.5,11.6,5.8,1.0
