Season,Team,Lg,Salary
2019-20,San Antonio Spurs,NBA,< $Minimum
2020-21,San Antonio Spurs,NBA,< $Minimum
2021-22,Golden State Warriors,NBA,"$95,930 (TW)"
2022-23,Golden State Warriors,NBA,(TW)
Career,(may be incomplete),,"$95,930"
