"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2016-17,24,SAS,NBA,PF,13.0,0.0,112.0,0.444,0.571,0.4,0.593,0.667,0.607,0.222,0.741,97.0,114.0,112.0,115.0,86.0,110.0,82.0,234.0,
2017-18,25,SAS,NBA,PF,5.0,0.0,82.0,0.167,0.0,0.188,0.25,0.727,0.372,0.611,0.889,36.0,0.0,52.0,48.0,95.0,67.0,243.0,264.0,
2018-19,26,SAS,NBA,PF,5.0,0.0,79.0,0.333,0.5,0.273,0.433,0.6,0.465,0.333,0.733,72.0,96.0,77.0,83.0,78.0,83.0,129.0,204.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,28,WAS,NBA,PF,4.0,2.0,106.0,0.407,0.75,0.348,0.556,1.0,0.615,0.259,0.852,87.0,141.0,95.0,103.0,129.0,108.0,105.0,217.0,
2021-22,29,DAL,NBA,PF,18.0,0.0,192.0,0.4,0.75,0.373,0.573,0.833,0.606,0.218,0.927,87.0,141.0,105.0,108.0,108.0,107.0,88.0,232.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,45.0,2.0,571.0,0.373,0.571,0.339,0.518,0.78,0.559,0.289,0.852,81.0,110.0,95.0,98.0,101.0,99.0,114.0,231.0,
,,,,,,,,,,,,,,,,,,,,,,,,
SAS (3 Yrs),SAS (3 Yrs),SAS (3 Yrs),SAS (3 Yrs),,23.0,0.0,273.0,0.333,0.462,0.298,0.45,0.682,0.495,0.367,0.783,73.0,91.0,83.0,87.0,89.0,89.0,142.0,236.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,18.0,0.0,192.0,0.4,0.75,0.373,0.573,0.833,0.606,0.218,0.927,87.0,141.0,105.0,108.0,108.0,107.0,88.0,232.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,4.0,2.0,106.0,0.407,0.75,0.348,0.556,1.0,0.615,0.259,0.852,87.0,141.0,95.0,103.0,129.0,108.0,105.0,217.0,
