Highlight,Unnamed: 1,In Stathead
"Career high, Points",55.0,View full stats from top 20 games
"Career high, Rebounds",20.0,View full stats from top 20 games
"Career high, Assists",14.0,View full stats from top 20 games
"Career high, Steals",7.0,View full stats from top 20 games
"Career high, Blocks",4.0,View full stats from top 20 games
"Career high, Game Score",46.5,View full stats from top 20 games
Triple-Doubles,2.0,View all
