"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2007-08,21,UTA,NBA,C,9.0,0.0,70.0,0.375,1.1,1.0,0.75,0.25,0.0,0.0,0.0,0.375,0.417,0.25,,,,0.167,0.063,1.0,,0.0,0.0,
2008-09,22,UTA,NBA,C,21.0,1.0,156.0,0.583,2.7,1.0,0.722,0.194,0.028,0.056,0.0,0.583,0.731,0.143,0.0,0.5,,0.667,0.333,11.0,,0.0,0.0,
2009-10,23,UTA,NBA,C,49.0,5.0,408.0,0.547,2.3,0.989,0.653,0.316,0.021,0.0,0.011,0.553,0.677,0.333,0.0,,0.0,0.692,0.211,19.0,0.0,0.0,0.0,
2010-11,24,UTA,NBA,C,53.0,1.0,456.0,0.44,5.4,0.99,0.45,0.41,0.04,0.09,0.01,0.444,0.6,0.366,0.0,0.222,0.0,0.568,0.12,11.0,0.0,0.0,0.0,
2011-12,25,IND,NBA,C,3.0,0.0,17.0,0.4,3.3,1.0,0.6,0.4,0.0,0.0,0.0,0.4,0.333,0.5,,,,0.0,0.0,0.0,,0.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,135.0,7.0,1107.0,0.496,2.9,0.992,0.587,0.333,0.028,0.044,0.008,0.5,0.635,0.333,0.0,0.273,0.0,0.608,0.179,42.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,4.0,672.0,0.496,2.9,0.992,0.587,0.333,0.028,0.044,0.008,0.5,0.635,0.333,0.0,0.273,0.0,0.608,0.179,26.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),UTA (4 Yrs),,132.0,7.0,1090.0,0.498,2.9,0.992,0.587,0.332,0.028,0.045,0.008,0.502,0.641,0.329,0.0,0.273,0.0,0.618,0.182,42.0,0.0,0.0,0.0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,3.0,0.0,17.0,0.4,3.3,1.0,0.6,0.4,0.0,0.0,0.0,0.4,0.333,0.5,,,,0.0,0.0,0.0,,0.0,0.0,
