Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2012-13,22,HOU,NBA,PF,1.0,0.0,5.0,53.6,1.025,0.0,0.5,22.0,0.0,11.2,0.0,0.0,0.0,0.0,21.5,0.1,0.0,0.1,0.524,22.4,2.6,25.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,25,HOU,NBA,PF,5.0,4.0,98.0,11.6,0.495,0.243,0.459,10.2,18.3,14.0,9.7,2.0,1.8,21.2,23.7,-0.1,0.1,-0.1,-0.044,-1.1,-0.7,-1.7,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,28,SAS,NBA,PF,5.0,0.0,19.0,33.0,0.597,0.1,0.2,17.1,22.5,19.8,20.8,0.0,0.0,0.0,26.6,0.1,0.0,0.1,0.276,9.2,-0.6,8.6,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,11.0,4.0,122.0,16.7,0.536,0.204,0.408,11.7,18.2,14.8,11.1,1.6,1.4,17.2,24.1,0.0,0.1,0.1,0.029,1.5,-0.5,1.0,0.1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,30.0,909.0,16.7,0.536,0.204,0.408,11.7,18.2,14.8,11.1,1.6,1.4,17.2,24.1,0.2,0.4,0.6,0.029,1.5,-0.5,1.0,0.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,6.0,4.0,103.0,13.7,0.522,0.231,0.462,10.7,17.4,13.9,9.3,1.9,1.7,20.4,23.6,-0.1,0.1,0.0,-0.016,0.1,-0.5,-0.4,0.0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,5.0,0.0,19.0,33.0,0.597,0.1,0.2,17.1,22.5,19.8,20.8,0.0,0.0,0.0,26.6,0.1,0.0,0.1,0.276,9.2,-0.6,8.6,0.0,
