Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2011-12,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2012-13,22,HOU,NBA,PF,44,14,538,97,213,.455,24,83,.289,73,130,.562,.512,32,51,.627,36,57,93,31,7,10,37,73,250,0,
2013-14,23,HOU,NBA,PF,62,3,952,131,296,.443,21,84,.250,110,212,.519,.478,58,96,.604,60,165,225,34,20,21,49,132,341,0,
2014-15,24,HOU,NBA,PF,71,62,2037,353,700,.504,49,133,.368,304,567,.536,.539,100,166,.602,137,284,421,130,56,34,123,203,855,0,
2015-16,25,HOU,NBA,PF,37,22,547,90,205,.439,16,57,.281,74,148,.500,.478,34,53,.642,37,72,109,41,17,5,44,69,230,0,
2016-17,26,NOP,NBA,PF,34,0,479,57,138,.413,11,47,.234,46,91,.505,.453,25,49,.510,26,75,101,32,18,11,31,55,150,0,
2017-18,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2018-19,28,SAS,NBA,PF,3,0,13,3,6,.500,0,0,,3,6,.500,.500,0,2,.000,2,1,3,1,0,1,3,6,6,0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,251,101,4566,731,1558,.469,121,404,.300,610,1154,.529,.508,249,417,.597,298,654,952,269,118,82,287,538,1832,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,33,1492,239,509,.469,40,132,.300,199,377,.529,.508,81,136,.597,97,214,311,88,39,27,94,176,599,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOU (4 Yrs),HOU (4 Yrs),HOU (4 Yrs),HOU (4 Yrs),,214,101,4074,671,1414,.475,110,357,.308,561,1057,.531,.513,224,366,.612,270,578,848,236,100,70,253,477,1676,0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,34,0,479,57,138,.413,11,47,.234,46,91,.505,.453,25,49,.510,26,75,101,32,18,11,31,55,150,0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,3,0,13,3,6,.500,0,0,,3,6,.500,.500,0,2,.000,2,1,3,1,0,1,3,6,6,0,
