Season,Team,Lg,Salary
2001-02,Sacramento Kings,NBA,"$797,880"
2002-03,Sacramento Kings,NBA,"$857,760"
2003-04,Sacramento Kings,NBA,"$917,520"
2004-05,Charlotte Bobcats,NBA,"$1,652,453"
2005-06,Charlotte Bobcats,NBA,"$5,000,000"
2006-07,Charlotte Bobcats,NBA,"$5,525,000"
2007-08,Charlotte Bobcats,NBA,"$9,500,000"
2008-09,Charlotte Bobcats,NBA,"$9,500,000"
2009-10,Charlotte Bobcats,NBA,"$9,075,000"
2010-11,Portland Trail Blazers,NBA,"$10,500,000"
2011-12,Portland Trail Blazers,NBA,"$9,500,000"
2012-13,Brooklyn Nets,NBA,"$9,682,435"
2013-14,Boston Celtics,NBA,"$10,105,855"
2014-15,Boston Celtics,NBA,"$10,105,855"
2015-16,Philadelphia 76ers,NBA,"$10,105,855"
Career,(may be incomplete),,"$102,825,613"
