0
2004-05 NBA 2.8 (7th)
2005-06 NBA 3.7 (1st)
2006-07 NBA 2.8 (5th)
2007-08 NBA 2.9 (8th)
2008-09 NBA 2.5 (11th)
2012-13 NBA 2.5 (18th)
Career 2.6 (62nd)
Career NBA 2.6 (53rd)
