"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2021-22,23,NOP,NBA,PF,6.0,6.0,226.0,0.477,10.2,0.727,0.341,0.341,0.0,0.045,0.273,0.5,0.867,0.2,0.0,0.417,0.625,1.0,0.045,2.0,0.5,0.333,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,25,NOP,NBA,SF,4.0,4.0,141.0,0.39,15.0,0.415,0.39,0.024,0.0,0.0,0.585,0.471,0.5,0.0,,0.333,0.5,1.0,0.049,1.0,0.542,0.385,0.0,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,10.0,10.0,367.0,0.435,12.6,0.576,0.365,0.188,0.0,0.024,0.424,0.49,0.677,0.188,0.0,0.361,0.583,1.0,0.047,3.0,0.528,0.368,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,82.0,3009.0,0.435,12.6,0.576,0.365,0.188,0.0,0.024,0.424,0.49,0.677,0.188,0.0,0.361,0.583,1.0,0.047,25.0,0.528,0.368,0.0,0.0,
