Season,Team,Lg,Salary
2016-17,Houston Rockets,NBA,"$543,471"
2017-18,Houston Rockets,NBA,"$1,312,611"
2018-19,Dallas Mavericks,NBA,"$1,544,951"
Career,(may be incomplete),,"$3,401,033"
