Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2017-18,21,HOU,NBA,C,1,0,3,38.2,36.5,0.0,18.5,43.0,16.7,0.0,0.0,0.0,0.0,0.0,0.578,4.7,17.3,21.9,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,3,38.2,36.5,0.0,18.5,43.0,16.7,0.0,0.0,0.0,0.0,0.0,0.578,4.7,17.3,21.9,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,246,38.2,36.5,0.0,18.5,43.0,16.7,0.0,0.0,1.8,1.1,3.0,0.578,4.7,17.3,21.9,1.6,
