0
2017-18 NBA 18.2 (19th)
2018-19 NBA 19.2 (15th)
2020-21 NBA 21.3 (6th)
2021-22 NBA 18.7 (17th)
2022-23 NBA 18.7 (20th)
Active 17.8 (18th)
Career 17.8 (82nd)
Career NBA 17.8 (70th)
Career Playoffs 17.3 (81st)
Career NBA Playoffs 17.3 (73rd)
