Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2018-19,22,ORL,NBA,SG,3,0,15,2,5,0.4,0,0,2,5,0.4,0.4,1,2,0.5,1,3,4,0,1,0,0,0,5,0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,15,2,5,0.4,0,0,2,5,0.4,0.4,1,2,0.5,1,3,4,0,1,0,0,0,5,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,410,55,137,0.4,0,0,55,137,0.4,0.4,27,55,0.5,27,82,109,0,27,0,0,0,137,0,
