"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2001-02,19,SAS,NBA,PG,10,10,341,100,0,0,0,0,7.8,15.6,11,6,11,3,14,,91,6,8,
2002-03,20,SAS,NBA,PG,24,24,814,100,0,0,0,0,1.2,-16.9,20,12,18,5,33,,189,1,26,
2003-04,21,SAS,NBA,PG,10,10,386,100,0,0,0,0,4.8,6.6,15,13,0,2,12,,162,1,12,
2004-05,22,SAS,NBA,PG,23,23,858,100,0,0,0,0,3.9,-2.7,25,17,25,11,37,,243,9,28,
2005-06,23,SAS,NBA,PG,13,13,475,97,3,0,0,0,2.6,1.9,14,6,10,5,29,1.0,116,5,15,
2006-07,24,SAS,NBA,PG,20,20,751,99,1,0,0,0,4.7,2.3,33,15,12,9,56,1.0,283,16,28,Finals MVP-1
2007-08,25,SAS,NBA,PG,17,17,654,100,0,0,0,0,-1.4,-3.7,22,18,18,1,47,5.0,239,9,26,
2008-09,26,SAS,NBA,PG,5,5,181,100,0,0,0,0,-7.1,1.8,11,6,5,2,13,0.0,76,1,4,
2009-10,27,SAS,NBA,PG,10,2,335,100,0,0,0,0,0.1,14.5,10,10,5,2,20,2.0,132,4,8,
2010-11,28,SAS,NBA,PG,6,6,221,100,0,0,0,0,-4.8,-4.8,11,6,6,1,14,3.0,72,1,11,
2011-12,29,SAS,NBA,PG,14,14,506,100,0,0,0,0,12.3,20.5,21,16,8,2,33,4.0,227,7,24,
2012-13,30,SAS,NBA,PG,21,21,765,100,0,0,0,0,5.4,-7.4,29,15,6,2,45,5.0,341,7,26,
2013-14,31,SAS,NBA,PG,23,23,719,93,7,0,0,0,8.0,-6.0,31,19,16,3,23,2.0,259,5,14,
2014-15,32,SAS,NBA,PG,7,7,210,99,1,0,0,0,-1.2,-5.0,7,4,3,0,8,0.0,55,1,8,
2015-16,33,SAS,NBA,PG,10,10,264,100,0,0,0,0,6.0,-8.8,11,6,5,0,7,1.0,121,4,9,
2016-17,34,SAS,NBA,PG,8,8,211,89,11,0,0,0,8.6,10.5,5,4,4,1,8,2.0,65,2,7,
2017-18,35,SAS,NBA,PG,5,0,67,74,26,0,0,0,-25.5,-22.8,4,0,1,0,3,0.0,13,1,1,
17 Yrs,17 Yrs,17 Yrs,17 Yrs,,226,213,7758,99,1,0,0,0,3.6,-0.8,280,173,153,49,402,26.0,2684,80,255,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,77,2815,99,1,0,0,0,3.6,-0.8,102,63,56,18,146,,974,29,93,
