Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2018-19,21,DAL,NBA,PF,2.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.5,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,
2019-20,22,LAL,NBA,PF,5.0,0.0,20.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,7.0,0.0,
2020-21,23,LAL,NBA,PF,15.0,0.0,56.0,3.0,10.0,0.3,0.0,0.0,3.0,10.0,0.3,0.3,6.0,13.0,0.462,4.0,15.0,19.0,1.0,2.0,4.0,11.0,8.0,12.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,22.0,0.0,87.0,6.0,16.0,0.375,0.0,0.0,6.0,16.0,0.375,0.375,9.0,19.0,0.474,6.0,17.0,23.0,3.0,4.0,4.0,13.0,10.0,21.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,324.0,22.0,60.0,0.375,0.0,0.0,22.0,60.0,0.375,0.375,34.0,71.0,0.474,22.0,63.0,86.0,11.0,15.0,15.0,48.0,37.0,78.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,20.0,0.0,76.0,6.0,13.0,0.462,0.0,0.0,6.0,13.0,0.462,0.462,7.0,15.0,0.467,6.0,16.0,22.0,3.0,2.0,4.0,12.0,10.0,19.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,2.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.5,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,
