"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('Unnamed: 19_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 24_level_0', 'Awards')"
2018-19,21,DAL,NBA,PF,2.0,0.0,11.0,0.0,4.0,1.0,0.333,0.667,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2019-20,22,LAL,NBA,PF,5.0,0.0,20.0,1.0,1.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.667,1.0,3.0,0.0,0.0,
2020-21,23,LAL,NBA,PF,15.0,0.0,56.0,0.3,4.1,1.0,0.4,0.6,0.0,0.0,0.0,0.3,0.75,0.0,0.333,0.4,2.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,22.0,0.0,87.0,0.375,3.2,1.0,0.5,0.5,0.0,0.0,0.0,0.375,0.75,0.0,0.5,0.438,5.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,324.0,0.375,3.2,1.0,0.5,0.5,0.0,0.0,0.0,0.375,0.75,0.0,0.5,0.438,19.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,20.0,0.0,76.0,0.462,2.8,1.0,0.538,0.462,0.0,0.0,0.0,0.462,0.857,0.0,0.5,0.538,5.0,0.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,2.0,0.0,11.0,0.0,4.0,1.0,0.333,0.667,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
