"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 24_level_0', 'Awards')"
2018-19,21,DAL,NBA,PF,2.0,0.0,11.0,0.0,0.0,0.0,0.5,0.21,1.333,0.0,0.0,0.0,0.0,65.0,38.0,516.0,0.0,-3.1,-3.3,
2019-20,22,LAL,NBA,PF,5.0,0.0,20.0,1.0,1.0,1.0,0.5,0.902,0.667,0.0,217.0,191.0,189.0,65.0,160.0,256.0,0.0,2.8,2.6,
2020-21,23,LAL,NBA,PF,15.0,0.0,56.0,0.3,0.3,0.3,0.462,0.382,1.3,0.0,64.0,57.0,56.0,59.0,67.0,527.0,0.0,-4.8,-6.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,22.0,0.0,87.0,0.375,0.375,0.375,0.474,0.431,1.188,0.0,81.0,71.0,70.0,61.0,76.0,474.0,0.0,-5.1,-6.7,
,,,,,,,,,,,,,,,,,,,,,,,,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,20.0,0.0,76.0,0.462,0.462,0.462,0.467,0.485,1.154,0.0,100.0,88.0,87.0,60.0,85.0,464.0,0.0,-2.0,-3.4,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,2.0,0.0,11.0,0.0,0.0,0.0,0.5,0.21,1.333,0.0,0.0,0.0,0.0,65.0,38.0,516.0,0.0,-3.1,-3.3,
