"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2000-01,19,UTA,NBA,SG,1.0,0.0,8.0,0.0,100.0,0.0,0.0,0.0,-28.6,-24.7,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2002-03,21,UTA,NBA,SG,4.0,0.0,37.0,0.0,100.0,0.0,0.0,0.0,-23.4,-14.4,0.0,0.0,1.0,0.0,3.0,,9.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,25,WAS,NBA,SG,4.0,4.0,122.0,0.0,98.0,2.0,0.0,0.0,-12.3,-6.1,1.0,2.0,2.0,0.0,4.0,2.0,17.0,1.0,2.0,
2007-08,26,WAS,NBA,SG,6.0,6.0,196.0,0.0,96.0,4.0,0.0,0.0,-3.5,2.6,5.0,1.0,1.0,2.0,9.0,1.0,39.0,2.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,28,DAL,NBA,SG,2.0,0.0,6.0,0.0,12.0,88.0,0.0,0.0,-33.3,-33.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
2010-11,29,DAL,NBA,SG,21.0,18.0,332.0,0.0,67.0,33.0,0.0,0.0,-7.0,-20.7,7.0,1.0,13.0,1.0,5.0,5.0,30.0,0.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,31,ATL,NBA,SG,4.0,0.0,45.0,0.0,34.0,66.0,0.0,0.0,-19.5,-16.3,2.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,42.0,28.0,746.0,0.0,79.0,21.0,0.0,0.0,-8.9,-11.7,15.0,5.0,22.0,3.0,21.0,9.0,97.0,3.0,8.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,55.0,1456.0,0.0,79.0,21.0,0.0,0.0,-8.9,-11.7,29.0,10.0,43.0,6.0,41.0,,189.0,6.0,16.0,
,,,,,,,,,,,,,,,,,,,,,,,,
DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),DAL (2 Yrs),,23.0,18.0,338.0,0.0,66.0,34.0,0.0,0.0,-7.4,-20.9,7.0,1.0,14.0,1.0,5.0,5.0,30.0,0.0,3.0,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,10.0,10.0,318.0,0.0,96.0,4.0,0.0,0.0,-6.9,-0.7,6.0,3.0,3.0,2.0,13.0,3.0,56.0,3.0,5.0,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,5.0,0.0,45.0,0.0,100.0,0.0,0.0,0.0,-24.3,-16.2,0.0,1.0,1.0,0.0,3.0,,9.0,0.0,0.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,4.0,0.0,45.0,0.0,34.0,66.0,0.0,0.0,-19.5,-16.3,2.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,
