Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2005-06,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2006-07,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2007-08,23,ORL,NBA,C,6,0,41,19.8,.491,.000,.176,23.5,21.6,22.5,8.4,1.3,1.8,9.8,22.7,0.1,0.1,0.1,.158,-1.3,-2.2,-3.4,0.0,
2008-09,24,ORL,NBA,PF,63,3,794,17.0,.578,.005,.241,14.0,26.3,20.3,2.9,1.2,4.8,10.8,13.5,1.4,1.9,3.3,.202,-1.1,2.2,1.1,0.6,
2009-10,25,ORL,NBA,C,81,0,1088,13.9,.563,.013,.330,11.5,24.3,18.1,2.4,0.8,4.8,15.0,13.0,1.2,2.2,3.4,.151,-1.7,1.7,0.1,0.6,
2010-11,26,2TM,NBA,C,80,14,2032,17.8,.594,.007,.320,8.5,27.4,18.0,5.5,0.9,3.3,10.5,17.1,3.7,2.7,6.4,.152,0.2,0.7,0.9,1.5,6MOY-9
2010-11,26,ORL,NBA,C,25,2,396,13.7,.562,.000,.222,11.5,23.0,17.4,6.8,0.9,4.1,16.0,12.4,0.5,0.8,1.3,.157,-1.9,2.2,0.3,0.2,
2010-11,26,PHO,NBA,C,55,12,1636,18.8,.598,.008,.335,7.8,28.5,18.1,5.2,0.9,3.2,9.7,18.3,3.2,1.9,5.1,.151,0.7,0.3,1.0,1.2,
2011-12,27,PHO,NBA,C,66,66,2114,21.2,.578,.003,.326,10.0,25.0,17.6,4.8,1.2,3.4,9.3,20.8,4.9,2.7,7.6,.172,2.2,0.0,2.2,2.3,
2012-13,28,PHO,NBA,C,61,61,1876,15.4,.543,.005,.244,7.6,24.0,15.6,6.5,1.1,3.9,13.6,17.2,1.3,2.1,3.4,.086,-0.8,0.3,-0.5,0.7,
2013-14,29,WAS,NBA,C,81,80,2655,17.6,.568,.001,.273,8.7,25.1,16.7,8.4,0.8,3.8,11.8,18.2,4.1,4.0,8.1,.146,0.2,0.6,0.8,1.8,
2014-15,30,WAS,NBA,C,82,82,2453,18.2,.587,.004,.226,8.5,24.1,16.5,6.5,1.0,3.6,10.5,17.6,4.4,4.2,8.6,.168,0.6,0.9,1.5,2.1,
2015-16,31,WAS,NBA,C,75,74,2256,19.0,.592,.001,.271,10.8,26.3,18.4,7.5,1.0,3.4,12.4,18.9,4.2,3.1,7.3,.156,0.5,0.1,0.6,1.5,
2016-17,32,WAS,NBA,C,82,82,2556,15.4,.593,.003,.236,10.6,26.8,18.7,6.8,0.8,2.0,13.8,14.7,3.9,2.9,6.8,.127,-0.3,-0.5,-0.8,0.8,
2017-18,33,WAS,NBA,C,82,82,2075,14.7,.546,.000,.291,9.9,24.0,17.0,10.6,1.0,2.6,13.5,15.5,2.4,2.4,4.9,.113,-0.8,0.3,-0.6,0.8,
2018-19,34,LAC,NBA,C,47,43,751,12.8,.562,.000,.258,9.8,26.5,18.4,12.0,0.4,2.5,19.4,14.4,0.6,0.8,1.4,.089,-1.7,0.4,-1.3,0.1,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,806,587,20691,17.1,.575,.003,.273,9.7,25.4,17.5,6.9,0.9,3.3,12.2,17.0,32.1,29.2,61.3,.142,0.0,0.4,0.4,12.7,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,60,2105,17.1,.575,.003,.273,9.7,25.4,17.5,6.9,0.9,3.3,12.2,17.0,3.3,3.0,6.2,.142,0.0,0.4,0.4,1.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (5 Yrs),WAS (5 Yrs),WAS (5 Yrs),WAS (5 Yrs),,402,400,11995,17.0,.578,.002,.258,9.6,25.3,17.5,7.9,0.9,3.1,12.3,17.0,19.0,16.6,35.6,.143,0.0,0.3,0.3,7.0,
ORL (4 Yrs),ORL (4 Yrs),ORL (4 Yrs),ORL (4 Yrs),,175,5,2319,15.0,.566,.008,.275,12.5,24.7,18.8,3.4,1.0,4.6,13.6,13.3,3.2,5.0,8.2,.170,-1.5,1.9,0.4,1.4,
PHO (3 Yrs),PHO (3 Yrs),PHO (3 Yrs),PHO (3 Yrs),,182,139,5626,18.5,.573,.005,.304,8.5,25.7,17.1,5.5,1.1,3.5,10.7,18.9,9.4,6.7,16.1,.137,0.8,0.2,1.0,4.2,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,47,43,751,12.8,.562,.000,.258,9.8,26.5,18.4,12.0,0.4,2.5,19.4,14.4,0.6,0.8,1.4,.089,-1.7,0.4,-1.3,0.1,
