Season,Team,Lg,Salary
2007-08,Orlando Magic,NBA,"$427,163"
2008-09,Orlando Magic,NBA,"$711,517"
2009-10,Orlando Magic,NBA,"$5,854,000"
2010-11,Phoenix Suns,NBA,"$6,322,320"
2011-12,Phoenix Suns,NBA,"$6,790,640"
2012-13,Phoenix Suns,NBA,"$7,258,960"
2013-14,Washington Wizards,NBA,"$7,727,280"
2014-15,Washington Wizards,NBA,"$10,434,782"
2015-16,Washington Wizards,NBA,"$11,217,391"
2016-17,Washington Wizards,NBA,"$12,000,000"
2017-18,Washington Wizards,NBA,"$12,782,609"
2018-19,Los Angeles Clippers,NBA,"$13,565,218"
Career,(may be incomplete),,"$95,091,880"
