"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2019-20,21,BOS,NBA,SG,1,0,3,,,,,,,,,,,,,,,
2020-21,22,BOS,NBA,SG,2,0,5,0.667,1.0,0.5,0.833,0.833,0.0,0.667,143.0,189.0,136.0,155.0,146.0,0.0,170.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,3,0,8,0.667,1.0,0.5,0.833,0.833,0.0,0.667,144.0,189.0,136.0,155.0,146.0,0.0,170.0,
