"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2015-16,22,DET,NBA,C,4.0,4.0,131.0,0.519,0.528,0.0,0.519,0.324,0.486,0.63,0.019,115.0,108.0,0.0,103.0,43.0,90.0,228.0,7.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,25,DET,NBA,C,4.0,4.0,127.0,0.444,0.453,0.0,0.444,0.429,0.451,0.389,0.019,97.0,87.0,0.0,85.0,56.0,81.0,150.0,5.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,27,LAL,NBA,C,5.0,5.0,105.0,0.594,0.594,,0.594,0.7,0.618,0.313,0.0,127.0,112.0,,110.0,90.0,108.0,127.0,0.0,
2021-22,28,BRK,NBA,C,4.0,4.0,60.0,0.545,0.545,,0.545,0.6,0.568,0.455,0.0,118.0,102.0,,103.0,77.0,100.0,183.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,17.0,17.0,423.0,0.51,0.517,0.0,0.51,0.429,0.506,0.464,0.013,111.0,101.0,0.0,98.0,56.0,91.0,175.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,8.0,8.0,258.0,0.481,0.491,0.0,0.481,0.364,0.469,0.509,0.019,105.0,97.0,0.0,94.0,48.0,85.0,189.0,6.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,5.0,5.0,105.0,0.594,0.594,,0.594,0.7,0.618,0.313,0.0,127.0,112.0,,110.0,90.0,108.0,127.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,4.0,4.0,60.0,0.545,0.545,,0.545,0.6,0.568,0.455,0.0,118.0,102.0,,103.0,77.0,100.0,183.0,0.0,
