"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2003-04,18,DET,NBA,C,8.0,0.0,14.0,0.0,14.4,1.0,0.0,0.0,0.75,0.25,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,
2004-05,19,DET,NBA,C,9.0,0.0,21.0,0.286,13.8,1.0,0.0,0.286,0.429,0.286,0.0,0.286,,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,21,ORL,NBA,PF,4.0,0.0,115.0,0.588,5.4,1.0,0.412,0.412,0.118,0.059,0.0,0.588,0.643,0.571,0.5,0.5,0.75,0.206,7.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,21.0,0.0,150.0,0.489,11.2,1.0,0.311,0.356,0.222,0.111,0.0,0.489,0.643,0.563,0.3,0.2,0.682,0.156,7.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,586.0,0.489,11.2,1.0,0.311,0.356,0.222,0.111,0.0,0.489,0.643,0.563,0.3,0.2,0.682,0.156,27.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),DET (2 Yrs),,17.0,0.0,35.0,0.182,14.1,1.0,0.0,0.182,0.545,0.273,0.0,0.182,,0.5,0.167,0.0,0.0,0.0,0.0,0.0,0.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,4.0,0.0,115.0,0.588,5.4,1.0,0.412,0.412,0.118,0.059,0.0,0.588,0.643,0.571,0.5,0.5,0.75,0.206,7.0,0.0,0.0,
