Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2021-22,22,CHI,NBA,SF,3.0,0.0,37.0,4.9,16.5,0.294,1.9,10.7,0.182,2.9,5.8,0.5,0.353,0.0,0.0,1.0,6.8,7.8,2.9,1.9,0.0,2.9,1.9,11.7,
2022-23,23,LAL,NBA,SF,12.0,0.0,124.0,2.9,8.1,0.357,0.6,4.4,0.133,2.3,3.8,0.615,0.393,0.0,0.0,1.2,5.8,7.0,3.2,0.6,0.3,0.0,1.2,6.4,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,15.0,0.0,161.0,3.4,10.1,0.333,0.9,5.8,0.154,2.5,4.2,0.579,0.378,0.0,0.0,1.1,6.0,7.2,3.1,0.9,0.2,0.7,1.3,7.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,12.0,0.0,124.0,2.9,8.1,0.357,0.6,4.4,0.133,2.3,3.8,0.615,0.393,0.0,0.0,1.2,5.8,7.0,3.2,0.6,0.3,0.0,1.2,6.4,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,3.0,0.0,37.0,4.9,16.5,0.294,1.9,10.7,0.182,2.9,5.8,0.5,0.353,0.0,0.0,1.0,6.8,7.8,2.9,1.9,0.0,2.9,1.9,11.7,
