Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2018-19,23,ORL,NBA,PF,5.0,5.0,164.0,15.3,0.54,0.323,0.306,6.8,17.9,12.0,22.2,1.8,0.6,15.6,22.6,0.1,0.1,0.2,0.048,1.7,1.8,3.5,0.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,25,DEN,NBA,PF,10.0,10.0,299.0,10.5,0.505,0.232,0.253,7.4,13.5,10.2,9.4,0.8,0.9,11.3,18.0,0.0,0.0,0.0,-0.001,-2.2,-1.8,-4.0,-0.2,
2021-22,26,DEN,NBA,PF,5.0,5.0,160.0,15.7,0.52,0.278,0.519,13.5,14.4,13.9,12.0,0.6,3.9,10.8,20.2,0.3,0.0,0.2,0.063,0.9,-2.2,-1.3,0.0,
2022-23,27,DEN,NBA,PF,20.0,20.0,713.0,14.1,0.588,0.236,0.354,8.3,11.2,9.8,9.9,0.8,1.6,8.2,15.5,1.4,0.7,2.1,0.142,0.4,-0.6,-0.2,0.3,
2023-24,28,DEN,NBA,PF,12.0,12.0,445.0,18.2,0.66,0.229,0.237,8.9,13.4,11.1,18.2,1.2,1.5,12.1,15.3,1.2,0.4,1.6,0.175,3.1,1.4,4.5,0.7,
2024-25,29,DEN,NBA,PF,14.0,14.0,522.0,15.8,0.601,0.347,0.299,10.6,11.6,11.1,11.4,0.8,0.9,12.1,17.8,1.0,0.2,1.3,0.116,3.1,-0.9,2.2,0.5,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,66.0,66.0,2303.0,15.0,0.581,0.272,0.315,9.1,12.7,10.8,12.8,0.9,1.4,11.1,17.1,4.0,1.4,5.4,0.112,1.3,-0.4,1.0,1.7,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,82.0,2861.0,15.0,0.581,0.272,0.315,9.1,12.7,10.8,12.8,0.9,1.4,11.1,17.1,4.9,1.7,6.7,0.112,1.3,-0.4,1.0,2.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (5 Yrs),DEN (5 Yrs),DEN (5 Yrs),DEN (5 Yrs),,61.0,61.0,2139.0,15.0,0.585,0.267,0.316,9.3,12.3,10.8,12.1,0.9,1.5,10.7,16.7,3.9,1.3,5.2,0.117,1.3,-0.5,0.8,1.5,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,5.0,5.0,164.0,15.3,0.54,0.323,0.306,6.8,17.9,12.0,22.2,1.8,0.6,15.6,22.6,0.1,0.1,0.2,0.048,1.7,1.8,3.5,0.2,
